PRM,EC,CLASS,PRC,PRDB,PROH,SPECIE,PRERR,PRI:240116_PS_FTMSMS-_1.mzXML,PRI:240116_PS_FTMSMS-_2.mzXML,PRI:240116_PS_FTMSMS-_3.mzXML,PRI:240116_PS_FTMSMS-_4.mzXML,FA1M,FA1C,FA1DB,FA1ERR,FA1I:240116_PS_FTMSMS-_1.mzXML,FA1I:240116_PS_FTMSMS-_2.mzXML,FA1I:240116_PS_FTMSMS-_3.mzXML,FA1I:240116_PS_FTMSMS-_4.mzXML,FA2M,FA2C,FA2DB,FA2ERR,FA2I:240116_PS_FTMSMS-_1.mzXML,FA2I:240116_PS_FTMSMS-_2.mzXML,FA2I:240116_PS_FTMSMS-_3.mzXML,FA2I:240116_PS_FTMSMS-_4.mzXML,FACO2M,FACO2I:240116_PS_FTMSMS-_1.mzXML,FACO2I:240116_PS_FTMSMS-_2.mzXML,FACO2I:240116_PS_FTMSMS-_3.mzXML,FACO2I:240116_PS_FTMSMS-_4.mzXML,FACO1M,FACO1I:240116_PS_FTMSMS-_1.mzXML,FACO1I:240116_PS_FTMSMS-_2.mzXML,FACO1I:240116_PS_FTMSMS-_3.mzXML,FACO1I:240116_PS_FTMSMS-_4.mzXML
#NCE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PSFAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774.5304718017578,C41 H77 O10 N1 P1 ,PS,35.0,1.0,0.0,PS 35:1:0,1.82,532522.4,581640.8,778291.2,861164.5,269.2488555908203,17.0,0.0,0.93,166279.2,181727.2,220872.3,237501.3,281.248779296875,18.0,1.0,0.62,85047.2,89120.1,111978.6,117955.9,, None, None, None, None,,,,,
774.5304718017578,C41 H77 O10 N1 P1 ,PS,35.0,1.0,0.0,PS 35:1:0,1.82,532522.4,581640.8,778291.2,861164.5,267.2331848144531,17.0,1.0,0.86,34151.3,32659.6,44957.5,47092.9,283.2644500732422,18.0,0.0,0.69,82254.8,78683.9,95725.7,108198.9,, None, None, None, None,,,,,
776.5460968017578,C41 H79 O10 N1 P1 ,PS,35.0,0.0,0.0,PS 35:0:0,1.79,26873.3,24091.6,25067.9,38134.1,283.2644577026367,18.0,0.0,0.71,13093.4,11162.1,8296.6,9180.3,269.2488784790039,17.0,0.0,1.01,1017.7,1251.4,2049.6,1051.7,, None, None, None, None,,,,,
776.5460968017578,C41 H79 O10 N1 P1 ,PS,35.0,0.0,0.0,PS 35:0:0,1.79,26873.3,24091.6,25067.9,38134.1,269.2488784790039,17.0,0.0,1.01,1017.7,1251.4,2049.6,1051.7,283.2644577026367,18.0,0.0,0.71,13093.4,11162.1,8296.6,9180.3,, None, None, None, None,,,,,
782.4981231689453,C42 H73 O10 N1 P1 ,PS,36.0,4.0,0.0,PS 36:4:0,0.47,103148.7,102208.6,150964.7,184123.4,305.24890899658203,20.0,3.0,0.99,419.0,429.4,527.5,620.6,253.21739196777344,16.0,1.0,0.34,3281.2,3559.2,5155.1,4725.7,, None, None, None, None,,,,,
782.4981231689453,C42 H73 O10 N1 P1 ,PS,36.0,4.0,0.0,PS 36:4:0,0.47,103148.7,102208.6,150964.7,184123.4,303.23313903808594,20.0,4.0,0.61,10864.9,10876.1,14970.7,13935.5,255.23305892944336,16.0,0.0,0.41,50329.4,52009.1,71377.8,71797.5,, None, None, None, None,,,,,
782.4981231689453,C42 H73 O10 N1 P1 ,PS,36.0,4.0,0.0,PS 36:4:0,0.47,103148.7,102208.6,150964.7,184123.4,281.2488021850586,18.0,1.0,0.7,14476.2,14077.8,20616.3,20265.5,277.2174301147461,18.0,3.0,0.45,454.5,498.6,626.2,554.4,, None, None, None, None,,,,,
782.4981231689453,C42 H73 O10 N1 P1 ,PS,36.0,4.0,0.0,PS 36:4:0,0.47,103148.7,102208.6,150964.7,184123.4,279.23313903808594,18.0,2.0,0.66,1395.2,1198.8,1775.9,1773.1,279.23313903808594,18.0,2.0,0.66,1395.2,1198.8,1775.9,1773.1,, None, None, None, None,,,,,
782.4981231689453,C42 H73 O10 N1 P1 ,PS,36.0,4.0,0.0,PS 36:4:0,0.47,103148.7,102208.6,150964.7,184123.4,277.2174301147461,18.0,3.0,0.45,454.5,498.6,626.2,554.4,281.2488021850586,18.0,1.0,0.7,14476.2,14077.8,20616.3,20265.5,, None, None, None, None,,,,,
782.4981231689453,C42 H73 O10 N1 P1 ,PS,36.0,4.0,0.0,PS 36:4:0,0.47,103148.7,102208.6,150964.7,184123.4,255.23305892944336,16.0,0.0,0.41,50329.4,52009.1,71377.8,71797.5,303.23313903808594,20.0,4.0,0.61,10864.9,10876.1,14970.7,13935.5,, None, None, None, None,,,,,
