Specie,CE,FA_C_x,FA_DB_x,FA_iso_x,sn_x,FA_C_y,FA_DB_y,FA_iso_y,sn_y,norm_Intensity,norm_Intensity_var
PCO160120,10,16,0,0,0,12,0,0,1,1.384580451,0.010249875
PCO160120,11,16,0,0,0,12,0,0,1,1.890480972,0.025617302
PCO160120,12,16,0,0,0,12,0,0,1,2.435847605,0.036316203
PCO160120,13,16,0,0,0,12,0,0,1,3.285083494,0.054932932
PCO160120,14,16,0,0,0,12,0,0,1,4.409150657,0.07400487
PCO160120,15,16,0,0,0,12,0,0,1,6.048975054,0.118249659
PCO160120,16,16,0,0,0,12,0,0,1,8.158105725,0.134748512
PCO160120,17,16,0,0,0,12,0,0,1,10.92559974,0.240968932
PCO160120,18,16,0,0,0,12,0,0,1,14.22800687,0.28017562
PCO160120,19,16,0,0,0,12,0,0,1,17.85871781,0.721817442
PCO160120,20,16,0,0,0,12,0,0,1,22.24832393,0.870923067
PCO160120,21,16,0,0,0,12,0,0,1,26.73749791,0.680078488
PCO160120,22,16,0,0,0,12,0,0,1,30.94567563,0.431447642
PCO160120,23,16,0,0,0,12,0,0,1,35.58396727,0.835545158
PCO160120,24,16,0,0,0,12,0,0,1,38.93436377,0.617460086
PCO160120,25,16,0,0,0,12,0,0,1,41.75799453,2.040530417
PCO160120,26,16,0,0,0,12,0,0,1,43.60289741,1.295090442
PCO160120,27,16,0,0,0,12,0,0,1,46.05702504,2.246999427
PCO160120,28,16,0,0,0,12,0,0,1,46.19892799,2.489410426
PCO160120,29,16,0,0,0,12,0,0,1,46.8079734,2.454075438
PCO160120,30,16,0,0,0,12,0,0,1,46.16949237,1.536834964
PCO160120,31,16,0,0,0,12,0,0,1,45.83638806,1.880206006
PCO160120,32,16,0,0,0,12,0,0,1,45.59542877,1.600681623
PCO160120,33,16,0,0,0,12,0,0,1,44.19863029,1.46308932
PCO160120,34,16,0,0,0,12,0,0,1,43.82514167,2.235408797
PCO160120,35,16,0,0,0,12,0,0,1,41.77376023,2.022682472
PCO160120,36,16,0,0,0,12,0,0,1,40.62083022,0.896581324
PCO160120,37,16,0,0,0,12,0,0,1,39.07345241,1.325311159
PCO160120,38,16,0,0,0,12,0,0,1,37.89290372,0.822103936
PCO160120,39,16,0,0,0,12,0,0,1,36.24581683,0.915298588
PCO160120,40,16,0,0,0,12,0,0,1,35.13904718,0.82564156
PCO160120,41,16,0,0,0,12,0,0,1,33.44709403,0.788215022
PCO160120,42,16,0,0,0,12,0,0,1,31.2712254,0.438884061
PCO160120,43,16,0,0,0,12,0,0,1,29.6181114,0.857764805
PCO160120,44,16,0,0,0,12,0,0,1,27.93816223,1.557305551
PCO160120,45,16,0,0,0,12,0,0,1,26.94235749,0.678595389
PCO160120,46,16,0,0,0,12,0,0,1,24.83925378,0.679187614
PCO160120,47,16,0,0,0,12,0,0,1,22.93872255,0.487609034
PCO160120,48,16,0,0,0,12,0,0,1,21.45719436,0.46563381
PCO160120,49,16,0,0,0,12,0,0,1,19.77785139,0.27932393
PCO160120,50,16,0,0,0,12,0,0,1,18.1622214,0.33871904
PCO160120,51,16,0,0,0,12,0,0,1,16.80758028,0.493287783
PCO160120,52,16,0,0,0,12,0,0,1,15.04214981,0.132633103
PCO160120,53,16,0,0,0,12,0,0,1,13.78713652,0.281611463
PCO160120,54,16,0,0,0,12,0,0,1,12.19339474,0.239693241
PCO160120,55,16,0,0,0,12,0,0,1,11.11447951,0.229510436
PCO160120,56,16,0,0,0,12,0,0,1,9.86806352,0.196522546
PCO160120,57,16,0,0,0,12,0,0,1,8.768998977,0.072604707
PCO160120,58,16,0,0,0,12,0,0,1,7.800653756,0.071744568
PCO160120,59,16,0,0,0,12,0,0,1,6.868605102,0.134479311
PCO160120,60,16,0,0,0,12,0,0,1,6.059828327,0.078151506
PCO160120,61,16,0,0,0,12,0,0,1,5.24769506,0.086972503
PCO160120,62,16,0,0,0,12,0,0,1,4.469575758,0.056055679
PCO160120,63,16,0,0,0,12,0,0,1,3.924490189,0.047778309
PCO160120,64,16,0,0,0,12,0,0,1,3.36607969,0.035610779
PCO160120,65,16,0,0,0,12,0,0,1,2.96251011,0.03950139
PCO160120,66,16,0,0,0,12,0,0,1,2.512260586,0.048628584
PCO160120,67,16,0,0,0,12,0,0,1,2.157093658,0.028734638
PCO160120,68,16,0,0,0,12,0,0,1,1.79589928,0.015978336
PCO160120,69,16,0,0,0,12,0,0,1,1.608049109,0.021040757
PCO160120,70,16,0,0,0,12,0,0,1,1.282833133,0.018918265
PCO160140,10,16,0,0,0,14,0,0,1,1.513633021,0.040081
PCO160140,11,16,0,0,0,14,0,0,1,1.763286661,0.027163868
PCO160140,12,16,0,0,0,14,0,0,1,2.263137203,0.049961832
PCO160140,13,16,0,0,0,14,0,0,1,2.982881794,0.105675163
PCO160140,14,16,0,0,0,14,0,0,1,3.786174211,0.167172984
PCO160140,15,16,0,0,0,14,0,0,1,5.234636004,0.141409554
PCO160140,16,16,0,0,0,14,0,0,1,6.952051764,0.196479467
PCO160140,17,16,0,0,0,14,0,0,1,9.25398007,0.270842956
PCO160140,18,16,0,0,0,14,0,0,1,12.40930144,0.342803783
PCO160140,19,16,0,0,0,14,0,0,1,16.20967356,0.45273283
PCO160140,20,16,0,0,0,14,0,0,1,20.39687127,0.463456505
PCO160140,21,16,0,0,0,14,0,0,1,24.92451832,0.540840634
PCO160140,22,16,0,0,0,14,0,0,1,29.79259338,0.610055501
