FA_C,FA_DB,FA_iso,CE,norm_Intensity
17,0,0,33,0.537196004
17,0,0,34,0.310207549
17,0,0,35,0.102872431
17,0,0,36,0.007529849
18,0,0,10,24.08198439
18,0,0,11,32.31239467
18,0,0,12,42.53335706
18,0,0,13,51.99137629
18,0,0,14,61.34861355
18,0,0,15,69.19569191
18,0,0,16,72.23233002
18,0,0,17,73.03768787
18,0,0,18,73.39349448
18,0,0,19,67.5688757
18,0,0,20,60.74455165
18,0,0,21,53.75561061
18,0,0,22,45.30303379
18,0,0,23,37.00125575
18,0,0,24,29.1699258
18,0,0,25,22.02059721
18,0,0,26,15.97367635
18,0,0,27,11.02586749
18,0,0,28,7.411254157
18,0,0,29,4.599855397
18,0,0,30,2.806579855
18,0,0,31,1.643641652
18,0,0,32,0.864031807
18,0,0,33,0.426692697
18,0,0,34,0.247081136
18,0,0,35,0.067806768
18,0,0,36,0.018057094
18,1,9,10,26.79745148
18,1,9,11,36.57859112
18,1,9,12,46.46086166
18,1,9,13,58.07136703
18,1,9,14,66.58002047
18,1,9,15,73.65900604
18,1,9,16,77.92412821
18,1,9,17,79.04526684
18,1,9,18,76.44677492
18,1,9,19,71.36106891
18,1,9,20,64.29778862
18,1,9,21,56.32480643
18,1,9,22,46.12203017
18,1,9,23,37.06520262
18,1,9,24,28.42410314
18,1,9,25,20.72674798
18,1,9,26,14.57435063
18,1,9,27,9.492943203
18,1,9,28,6.185694484
18,1,9,29,3.654203352
18,1,9,30,2.082427075
18,1,9,31,1.1675739
18,1,9,32,0.623044807
18,1,9,33,0.261691779
18,1,9,34,0.089518061
18,1,9,35,0.023575407
18,2,9,10,25.95072399
18,2,9,11,34.88857688
18,2,9,12,45.94166623
18,2,9,13,55.02232115
18,2,9,14,63.16645473
18,2,9,15,69.92576246
18,2,9,16,72.17838194
18,2,9,17,72.07736766
18,2,9,18,68.59083574
18,2,9,19,63.10540371
18,2,9,20,55.4232771
18,2,9,21,46.89680071
18,2,9,22,38.2648488
18,2,9,23,30.2627339
18,2,9,24,22.90639972
18,2,9,25,16.43146601
18,2,9,26,11.51891343
