PRM,EC,CLASS,PRC,PRDB,PROH,SPECIE,PRERR,PRI:20180509_PC_heart_01.mzXML,PRI:20180509_PC_heart_02.mzXML,PRI:20180509_PC_heart_03.mzXML,FA1M,FA1C,FA1DB,FA1ERR,FA1I:20180509_PC_heart_01.mzXML,FA1I:20180509_PC_heart_02.mzXML,FA1I:20180509_PC_heart_03.mzXML,FA2M,FA2C,FA2DB,FA2ERR,FA2I:20180509_PC_heart_01.mzXML,FA2I:20180509_PC_heart_02.mzXML,FA2I:20180509_PC_heart_03.mzXML,FACO1M,FACO1I:20180509_PC_heart_01.mzXML,FACO1I:20180509_PC_heart_02.mzXML,FACO1I:20180509_PC_heart_03.mzXML,FACO2M,FACO2I:20180509_PC_heart_01.mzXML,FACO2I:20180509_PC_heart_02.mzXML,FACO2I:20180509_PC_heart_03.mzXML
#NCE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PCFAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826.560916422,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.67,177546.9,158390.1,247927.8,279.232981364,18.0,2.0,0.09,40342.7,40179.9,53821.8,279.232981364,18.0,2.0,0.09,40342.7,40179.9,53821.8,None, None, None, None, None, None, None, None
828.577294189,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.55,145236.5,130472.4,205085.9,255.232879639,16.0,0.0,-0.3,28282.5,23585.0,39020.6,305.248687744,20.0,3.0,0.27,64075.6,57165.9,87583.6,None, None, None, None, None, None, None, None
828.577294189,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.55,145236.5,130472.4,205085.9,277.217315674,18.0,3.0,0.04,3549.4,2910.2,4506.2,283.264261882,18.0,0.0,0.02,1915.5,1513.3,1679.5,None, None, None, None, None, None, None, None
828.577294189,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.55,145236.5,130472.4,205085.9,279.232971191,18.0,2.0,0.06,80025.8,66600.7,99498.8,281.248626709,18.0,1.0,0.08,38989.0,33867.2,53163.9,None, None, None, None, None, None, None, None
830.592349527,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.83,368013.7,332668.6,525506.5,255.23288981099998,16.0,0.0,-0.26,3616.8,3633.8,4535.6,307.26437377900004,20.0,2.0,0.39,7528.9,7140.9,11161.6,None, None, None, None, None, None, None, None
830.592349527,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.83,368013.7,332668.6,525506.5,279.232981364,18.0,2.0,0.09,335046.3,307431.1,469319.8,283.264292399,18.0,0.0,0.13,133886.1,121565.4,180166.6,None, None, None, None, None, None, None, None
830.592349527,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.83,368013.7,332668.6,525506.5,281.248636882,18.0,1.0,0.11,47761.0,43702.8,67087.7,281.248636882,18.0,1.0,0.11,47761.0,43702.8,67087.7,None, None, None, None, None, None, None, None
832.607465901,H87 C45 N1 O10 P1 ,PC,36.0,1.0,0.0,PC 36:1:0,0.19,82742.0,74777.4,118294.2,255.232884725,16.0,0.0,-0.28,1883.1,1490.7,2633.1,309.280069987,20.0,1.0,0.53,1611.3,1723.2,2055.6,None, None, None, None, None, None, None, None
832.607465901,H87 C45 N1 O10 P1 ,PC,36.0,1.0,0.0,PC 36:1:0,0.19,82742.0,74777.4,118294.2,281.248636882,18.0,1.0,0.11,79264.7,77490.8,120849.4,283.264292399,18.0,0.0,0.13,30655.6,29581.2,45847.7,None, None, None, None, None, None, None, None
850.560896077,H81 C47 N1 O10 P1 ,PC,38.0,6.0,0.0,PC 38:6:0,0.63,8252.2,6073.6,11421.8,279.232981364,18.0,2.0,0.09,8570.1,6540.2,10203.3,303.233052572,20.0,4.0,0.32,2158.9,2007.8,3206.3,None, None, None, None, None, None, None, None
852.576276936,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,0.31,24286.1,22289.9,36221.7,255.232874552,16.0,0.0,-0.32,5255.1,5261.6,7455.8,329.24874877900004,22.0,5.0,0.44,5284.7,4796.0,7121.7,None, None, None, None, None, None, None, None
852.576276936,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,0.31,24286.1,22289.9,36221.7,279.232981364,18.0,2.0,0.09,1735.3,790.9,2020.9,305.248687744,20.0,3.0,0.27,1391.6,1312.3,1814.0,None, None, None, None, None, None, None, None
852.576276936,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,0.31,24286.1,22289.9,36221.7,281.248657227,18.0,1.0,0.18,4027.3,3803.7,5058.8,303.233052572,20.0,4.0,0.32,3191.8,2969.1,4307.8,None, None, None, None, None, None, None, None
854.591861246,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.24,51401.7,48194.3,76410.9,255.23288981099998,16.0,0.0,-0.26,3635.0,3149.8,5419.7,331.26439412400003,22.0,4.0,0.42,6233.4,5456.8,8381.9,None, None, None, None, None, None, None, None
854.591861246,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.24,51401.7,48194.3,76410.9,279.232961019,18.0,2.0,0.02,6198.4,4774.5,7718.5,307.264282227,20.0,2.0,0.09,0.0,370.3,0.0,None, None, None, None, None, None, None, None
854.591861246,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.24,51401.7,48194.3,76410.9,281.248677572,18.0,1.0,0.26,1955.0,1324.9,2223.8,305.248687744,20.0,3.0,0.27,3636.6,2882.9,4111.2,None, None, None, None, None, None, None, None
854.591861246,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.24,51401.7,48194.3,76410.9,283.264312744,18.0,0.0,0.2,14960.9,14607.1,21559.1,303.233022054,20.0,4.0,0.22,16974.7,15951.6,22724.5,None, None, None, None, None, None, None, None
856.608584879,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,1.49,25567.7,23416.3,38684.3,255.232874552,16.0,0.0,-0.32,187.1,409.8,-1.8,333.28012085,22.0,3.0,0.65,0.0,0.0,553.0,None, None, None, None, None, None, None, None
856.608584879,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,1.49,25567.7,23416.3,38684.3,279.232971191,18.0,2.0,0.06,3725.5,2176.5,3563.9,309.28008016,20.0,1.0,0.56,430.4,275.5,858.4,None, None, None, None, None, None, None, None
856.608584879,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,1.49,25567.7,23416.3,38684.3,281.248636882,18.0,1.0,0.11,915.2,890.5,1569.6,307.264404297,20.0,2.0,0.48,563.7,748.2,916.6,None, None, None, None, None, None, None, None
856.608584879,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,1.49,25567.7,23416.3,38684.3,283.264333089,18.0,0.0,0.27,9098.0,8678.0,11851.0,305.24872843400004,20.0,3.0,0.4,18953.3,18059.5,27946.2,None, None, None, None, None, None, None, None
858.622297444,H89 C47 N1 O10 P1 ,PC,38.0,2.0,0.0,PC 38:2:0,-0.77,6170.7,4988.1,9126.5,279.232991536,18.0,2.0,0.13,5704.6,3771.2,6779.9,311.29576110799997,20.0,0.0,0.66,375.3,0.0,402.2,None, None, None, None, None, None, None, None
858.622297444,H89 C47 N1 O10 P1 ,PC,38.0,2.0,0.0,PC 38:2:0,-0.77,6170.7,4988.1,9126.5,281.248718262,18.0,1.0,0.4,1076.8,769.9,1207.2,309.28015136700003,20.0,1.0,0.8,351.8,0.0,510.2,None, None, None, None, None, None, None, None
858.622297444,H89 C47 N1 O10 P1 ,PC,38.0,2.0,0.0,PC 38:2:0,-0.77,6170.7,4988.1,9126.5,283.264292399,18.0,0.0,0.13,1088.0,652.1,1214.2,307.264404297,20.0,2.0,0.48,2216.5,2013.8,3013.7,None, None, None, None, None, None, None, None
860.638370035,H91 C47 N1 O10 P1 ,PC,38.0,1.0,0.0,PC 38:1:0,-0.28,0.0,0.0,5710.9,283.26437377900004,18.0,0.0,0.42,429.2,0.0,0.0,309.28015136700003,20.0,1.0,0.8,354.4,310.4,325.0,None, None, None, None, None, None, None, None
880.607669352,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,0.41,0.0,0.0,5715.0,281.248550415,18.0,1.0,-0.2,484.1,0.0,460.1,331.264419556,22.0,4.0,0.5,421.4,0.0,352.8,None, None, None, None, None, None, None, None
880.607669352,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,0.41,0.0,0.0,5715.0,283.264322917,18.0,0.0,0.24,1597.1,1547.8,2250.6,329.248738607,22.0,5.0,0.4,1378.4,1433.7,2198.5,None, None, None, None, None, None, None, None
922.560977457,H81 C53 N1 O10 P1 ,PC,44.0,12.0,0.0,PC 44:12:0,0.67,263106.2,242176.5,372646.1,327.233093262,22.0,6.0,0.42,26730.1,26891.7,35428.6,327.233093262,22.0,6.0,0.42,26730.1,26891.7,35428.6,None, None, None, None, None, None, None, None
946.748416422,H105 C53 N1 O10 P1 ,PC,44.0,0.0,0.0,PC 44:0:0,0.27,270836.5,245964.0,408548.1,339.326833089,22.0,0.0,-0.07,484807.5,510614.2,666235.6,339.326833089,22.0,0.0,-0.07,484807.5,510614.2,666235.6,None, None, None, None, None, None, None, None
###,PCCOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922.560977457,H81 C53 N1 O10 P1 ,PC,44.0,12.0,0.0,PC 44:12:0,0.67,263106.2,242176.5,372646.1,327.233093262,22.0,6.0,0.42,26730.1,26891.7,35428.6,327.233093262,22.0,6.0,0.42,26730.1,26891.7,35428.6,283.243204753,23290.3,20669.6,29446.9,283.243204753,23290.3,20669.6,29446.9
###,PCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824.545372802,H79 C45 N1 O10 P1 ,PC,36.0,5.0,0.0,PC 36:5:0,0.8,5552.9,5353.0,8579.0,253.217201233,16.0,1.0,-0.41,367.8,0.0,433.6,303.233032227,20.0,4.0,0.25,12588.4,12236.3,17742.9,None, None, None, None, 259.2431132,1222.3,1519.2,1874.2
826.560916422,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.67,177546.9,158390.1,247927.8,255.232879639,16.0,0.0,-0.3,51250.8,55921.7,70027.6,303.233042399,20.0,4.0,0.29,60976.4,61288.5,80169.8,None, None, None, None, 259.243103027,7109.6,7552.6,10388.2
852.576276936,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,0.31,24286.1,22289.9,36221.7,281.248657227,18.0,1.0,0.18,4027.3,3803.7,5058.8,303.233052572,20.0,4.0,0.32,3191.8,2969.1,4307.8,None, None, None, None, 259.243164062,333.2,0.0,401.6
852.576276936,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,0.31,24286.1,22289.9,36221.7,255.232874552,16.0,0.0,-0.32,5255.1,5261.6,7455.8,329.24874877900004,22.0,5.0,0.44,5284.7,4796.0,7121.7,None, None, None, None, 285.25886027,361.1,774.2,748.4
854.591861246,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.24,51401.7,48194.3,76410.9,283.264312744,18.0,0.0,0.2,14960.9,14607.1,21559.1,303.233022054,20.0,4.0,0.22,16974.7,15951.6,22724.5,None, None, None, None, 259.243103027,2010.9,1717.3,2306.1
922.560977457,H81 C53 N1 O10 P1 ,PC,44.0,12.0,0.0,PC 44:12:0,0.67,263106.2,242176.5,372646.1,327.233093262,22.0,6.0,0.42,26730.1,26891.7,35428.6,327.233093262,22.0,6.0,0.42,26730.1,26891.7,35428.6,None, None, None, None, 283.243204753,23290.3,20669.6,29446.9
