PRM,EC,CLASS,PRC,PRDB,PROH,SPECIE,PRERR,PRI:20180509_PC_egg_01.mzXML,PRI:20180509_PC_egg_02.mzXML,PRI:20180509_PC_egg_03.mzXML,FA1M,FA1C,FA1DB,FA1ERR,FA1I:20180509_PC_egg_01.mzXML,FA1I:20180509_PC_egg_02.mzXML,FA1I:20180509_PC_egg_03.mzXML,FA2M,FA2C,FA2DB,FA2ERR,FA2I:20180509_PC_egg_01.mzXML,FA2I:20180509_PC_egg_02.mzXML,FA2I:20180509_PC_egg_03.mzXML,FACO1M,FACO1I:20180509_PC_egg_01.mzXML,FACO1I:20180509_PC_egg_02.mzXML,FACO1I:20180509_PC_egg_03.mzXML,FACO2M,FACO2I:20180509_PC_egg_01.mzXML,FACO2I:20180509_PC_egg_02.mzXML,FACO2I:20180509_PC_egg_03.mzXML
#NCE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PCFAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774.529503661,H77 C41 N1 O10 P1 ,PC,32.0,2.0,0.0,PC 32:2:0,0.57,7553.9,5416.1,5797.9,227.201141357,14.0,0.0,-2.26,1908.3,1749.9,1208.7,279.232899984,18.0,2.0,-0.2,5500.7,4890.7,4063.1,None, None, None, None, None, None, None, None
774.529503661,H77 C41 N1 O10 P1 ,PC,32.0,2.0,0.0,PC 32:2:0,0.57,7553.9,5416.1,5797.9,253.21714782700002,16.0,1.0,-0.62,1170.3,1147.1,1011.0,253.21714782700002,16.0,1.0,-0.62,1170.3,1147.1,1011.0,None, None, None, None, None, None, None, None
776.545169352,H79 C41 N1 O10 P1 ,PC,32.0,1.0,0.0,PC 32:1:0,0.59,52931.9,44738.7,38930.0,227.20114644400002,14.0,0.0,-2.24,4032.2,3113.9,2127.9,281.248575846,18.0,1.0,-0.1,11798.5,11065.7,8230.8,None, None, None, None, None, None, None, None
776.545169352,H79 C41 N1 O10 P1 ,PC,32.0,1.0,0.0,PC 32:1:0,0.59,52931.9,44738.7,38930.0,253.21714274099998,16.0,1.0,-0.64,38432.1,34810.1,26037.2,255.232803345,16.0,0.0,-0.6,15310.8,13510.0,10436.1,None, None, None, None, None, None, None, None
778.56199471,H81 C41 N1 O10 P1 ,PC,32.0,0.0,0.0,PC 32:0:0,2.1,23084.7,18857.4,17741.6,255.23282369,16.0,0.0,-0.52,32454.8,29546.1,21912.8,255.23282369,16.0,0.0,-0.52,32454.8,29546.1,21912.8,None, None, None, None, None, None, None, None
800.545474527,H79 C43 N1 O10 P1 ,PC,34.0,3.0,0.0,PC 34:3:0,0.96,53208.9,43519.8,39352.4,253.217158,16.0,1.0,-0.58,11916.5,10309.0,8134.0,279.232920329,18.0,2.0,-0.13,35310.4,30516.4,23807.5,None, None, None, None, None, None, None, None
800.545474527,H79 C43 N1 O10 P1 ,PC,34.0,3.0,0.0,PC 34:3:0,0.96,53208.9,43519.8,39352.4,255.23282369,16.0,0.0,-0.52,6389.9,5621.4,3692.7,277.217264811,18.0,3.0,-0.15,14359.3,14273.0,10650.2,None, None, None, None, None, None, None, None
802.561038492,H81 C43 N1 O10 P1 ,PC,34.0,2.0,0.0,PC 34:2:0,0.85,1415159.4,1161257.4,1038071.3,253.217183431,16.0,1.0,-0.48,24261.7,21553.5,16585.3,281.248535156,18.0,1.0,-0.25,66699.5,57154.9,40199.1,None, None, None, None, None, None, None, None
802.561038492,H81 C43 N1 O10 P1 ,PC,34.0,2.0,0.0,PC 34:2:0,0.85,1415159.4,1161257.4,1038071.3,255.23282369,16.0,0.0,-0.52,441761.6,379307.0,275943.9,279.232920329,18.0,2.0,-0.13,1320139.9,1201447.0,849687.6,None, None, None, None, None, None, None, None
804.576399007,H83 C43 N1 O10 P1 ,PC,34.0,1.0,0.0,PC 34:1:0,0.48,2020848.6,1648892.2,1453832.0,255.232828776,16.0,0.0,-0.5,669671.2,623828.2,411598.6,281.248575846,18.0,1.0,-0.1,2163688.3,1930743.3,1255780.4,None, None, None, None, None, None, None, None
824.545515217,H79 C45 N1 O10 P1 ,PC,36.0,5.0,0.0,PC 36:5:0,0.98,5315.7,4799.8,4214.2,253.217086792,16.0,1.0,-0.86,772.6,682.1,429.4,303.232991536,20.0,4.0,0.12,1514.8,1592.3,1184.6,None, None, None, None, None, None, None, None
824.545515217,H79 C45 N1 O10 P1 ,PC,36.0,5.0,0.0,PC 36:5:0,0.98,5315.7,4799.8,4214.2,277.21725463900003,18.0,3.0,-0.18,579.1,468.2,354.0,279.232899984,18.0,2.0,-0.2,2835.9,3331.7,2071.4,None, None, None, None, None, None, None, None
826.560997802,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.77,191459.9,159016.0,144319.2,255.23281860400002,16.0,0.0,-0.54,55840.7,48824.5,34651.1,303.232961019,20.0,4.0,0.02,106989.5,92969.7,66426.6,None, None, None, None, None, None, None, None
826.560997802,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.77,191459.9,159016.0,144319.2,277.217244466,18.0,3.0,-0.22,1599.1,1353.0,615.7,281.248586019,18.0,1.0,-0.07,1846.8,1616.1,1186.8,None, None, None, None, None, None, None, None
826.560997802,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.77,191459.9,159016.0,144319.2,279.232899984,18.0,2.0,-0.2,33007.4,28642.4,21023.3,279.232899984,18.0,2.0,-0.2,33007.4,28642.4,21023.3,None, None, None, None, None, None, None, None
828.577375569,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.65,152207.7,124370.1,110084.9,255.23281860400002,16.0,0.0,-0.54,9867.3,10039.4,7289.7,305.248626709,20.0,3.0,0.07,30080.1,28409.7,20822.4,None, None, None, None, None, None, None, None
828.577375569,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.65,152207.7,124370.1,110084.9,277.217274984,18.0,3.0,-0.11,2722.0,2647.2,2394.5,283.264190674,18.0,0.0,-0.23,1219.4,1277.9,847.3,None, None, None, None, None, None, None, None
828.577375569,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.65,152207.7,124370.1,110084.9,279.232910156,18.0,2.0,-0.16,116065.0,114856.2,82174.7,281.248565674,18.0,1.0,-0.14,57823.5,54432.2,41331.5,None, None, None, None, None, None, None, None
830.592349527,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.83,618507.7,511496.6,450190.7,255.232828776,16.0,0.0,-0.5,3748.2,6638.0,3351.4,307.264322917,20.0,2.0,0.22,12887.9,14080.8,8936.1,None, None, None, None, None, None, None, None
830.592349527,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.83,618507.7,511496.6,450190.7,279.232930501,18.0,2.0,-0.09,485210.8,492038.5,303481.8,283.264231364,18.0,0.0,-0.08,169191.5,165636.5,110822.5,None, None, None, None, None, None, None, None
830.592349527,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.83,618507.7,511496.6,450190.7,281.248565674,18.0,1.0,-0.14,187910.4,187023.9,117239.9,281.248565674,18.0,1.0,-0.14,187910.4,187023.9,117239.9,None, None, None, None, None, None, None, None
832.608564534,H87 C45 N1 O10 P1 ,PC,36.0,1.0,0.0,PC 36:1:0,1.51,418521.7,342305.8,298618.3,255.232803345,16.0,0.0,-0.6,2565.0,4443.9,1627.7,309.280008952,20.0,1.0,0.33,6733.6,6247.7,4991.8,None, None, None, None, None, None, None, None
832.608564534,H87 C45 N1 O10 P1 ,PC,36.0,1.0,0.0,PC 36:1:0,1.51,418521.7,342305.8,298618.3,281.248586019,18.0,1.0,-0.07,430132.2,401808.7,303106.3,283.264221191,18.0,0.0,-0.12,143663.6,135074.9,106830.9,None, None, None, None, None, None, None, None
850.560651936,H81 C47 N1 O10 P1 ,PC,38.0,6.0,0.0,PC 38:6:0,0.34,60782.3,49800.5,46449.8,255.232833862,16.0,0.0,-0.48,23224.9,22032.2,15762.8,327.233011882,22.0,6.0,0.17,12489.6,12115.8,9869.6,None, None, None, None, None, None, None, None
850.560651936,H81 C47 N1 O10 P1 ,PC,38.0,6.0,0.0,PC 38:6:0,0.34,60782.3,49800.5,46449.8,279.232910156,18.0,2.0,-0.16,1664.4,1949.9,894.7,303.232930501,20.0,4.0,-0.08,646.6,599.1,799.4,None, None, None, None, None, None, None, None
852.576724527,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,0.84,98128.5,80667.3,71173.0,255.232844035,16.0,0.0,-0.44,23850.3,24274.0,18380.2,329.248697917,22.0,5.0,0.28,31488.7,27458.9,21997.9,None, None, None, None, None, None, None, None
852.576724527,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,0.84,98128.5,80667.3,71173.0,281.248596191,18.0,1.0,-0.03,7822.0,6969.6,5289.5,303.232991536,20.0,4.0,0.12,12461.9,11622.1,8579.3,None, None, None, None, None, None, None, None
854.592146077,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.57,230589.3,190150.3,171536.4,255.232844035,16.0,0.0,-0.44,3554.1,2945.8,2937.5,331.264343262,22.0,4.0,0.27,7910.9,7013.1,6275.3,None, None, None, None, None, None, None, None
854.592146077,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.57,230589.3,190150.3,171536.4,279.23287963900003,18.0,2.0,-0.27,2769.9,2533.3,2146.7,307.264343262,20.0,2.0,0.29,1138.1,749.1,707.4,None, None, None, None, None, None, None, None
854.592146077,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.57,230589.3,190150.3,171536.4,281.248606364,18.0,1.0,0.0,1983.1,1900.7,1370.2,305.248626709,20.0,3.0,0.07,3768.4,3535.3,3091.6,None, None, None, None, None, None, None, None
854.592146077,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.57,230589.3,190150.3,171536.4,283.264251709,18.0,0.0,-0.01,71586.2,71324.6,55157.6,303.232971191,20.0,4.0,0.05,137289.0,125654.5,97617.3,None, None, None, None, None, None, None, None
856.600385823,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,-8.08,-1.8,-1.8,-1.8,255.23278808599997,16.0,0.0,-0.65,403.1,216.2,0.0,333.280029297,22.0,3.0,0.37,399.9,579.0,0.0,None, None, None, None, None, None, None, None
856.600385823,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,-8.08,-1.8,-1.8,-1.8,279.232940674,18.0,2.0,-0.05,3863.8,4959.0,2196.4,309.27998352099996,20.0,1.0,0.25,1044.8,931.9,0.0,None, None, None, None, None, None, None, None
856.600385823,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,-8.08,-1.8,-1.8,-1.8,281.248606364,18.0,1.0,0.0,4033.4,4709.6,2878.2,307.264312744,20.0,2.0,0.19,1949.0,2146.8,1432.3,None, None, None, None, None, None, None, None
856.600385823,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,-8.08,-1.8,-1.8,-1.8,283.264272054,18.0,0.0,0.06,7070.1,5911.2,3877.5,305.248636882,20.0,3.0,0.1,19014.2,18263.5,13561.6,None, None, None, None, None, None, None, None
858.621829508,H89 C47 N1 O10 P1 ,PC,38.0,2.0,0.0,PC 38:2:0,-1.32,5346.4,4159.0,0.0,281.248596191,18.0,1.0,-0.03,3418.0,4562.1,2232.5,309.279988607,20.0,1.0,0.27,1137.5,899.9,873.4,None, None, None, None, None, None, None, None
858.621829508,H89 C47 N1 O10 P1 ,PC,38.0,2.0,0.0,PC 38:2:0,-1.32,5346.4,4159.0,0.0,283.264231364,18.0,0.0,-0.08,1415.2,2067.3,926.2,307.264312744,20.0,2.0,0.19,3118.6,3197.6,1983.7,None, None, None, None, None, None, None, None
878.592166422,H85 C49 N1 O10 P1 ,PC,40.0,6.0,0.0,PC 40:6:0,0.58,21709.7,18489.6,17301.9,281.248586019,18.0,1.0,-0.07,5462.4,5220.7,3648.3,329.248657227,22.0,5.0,0.16,968.8,1017.8,604.5,None, None, None, None, None, None, None, None
878.592166422,H85 C49 N1 O10 P1 ,PC,40.0,6.0,0.0,PC 40:6:0,0.58,21709.7,18489.6,17301.9,283.264282227,18.0,0.0,0.09,6986.2,7041.1,4374.0,327.233032227,22.0,6.0,0.24,4314.9,3741.7,2740.4,None, None, None, None, None, None, None, None
880.608116943,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,0.92,32417.8,26814.9,22118.8,281.248596191,18.0,1.0,-0.03,1418.3,1722.1,711.1,331.264251709,22.0,4.0,-0.01,0.0,395.0,271.5,None, None, None, None, None, None, None, None
880.608116943,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,0.92,32417.8,26814.9,22118.8,283.264272054,18.0,0.0,0.06,10685.9,9979.1,6841.7,329.248687744,22.0,5.0,0.25,14207.5,11520.8,7880.6,None, None, None, None, None, None, None, None
882.620395182,H89 C49 N1 O10 P1 ,PC,40.0,4.0,0.0,PC 40:4:0,-2.91,-1.8,-1.8,0.0,255.232879639,16.0,0.0,-0.3,670.9,0.0,0.0,359.295715332,24.0,4.0,0.44,692.9,402.0,381.9,None, None, None, None, None, None, None, None
882.620395182,H89 C49 N1 O10 P1 ,PC,40.0,4.0,0.0,PC 40:4:0,-2.91,-1.8,-1.8,0.0,283.264292399,18.0,0.0,0.13,2230.1,2314.5,1255.7,331.264363607,22.0,4.0,0.33,4912.1,4698.3,3146.9,None, None, None, None, None, None, None, None
922.560896077,H81 C53 N1 O10 P1 ,PC,44.0,12.0,0.0,PC 44:12:0,0.58,488604.2,401040.1,363218.7,327.233001709,22.0,6.0,0.14,130171.7,116444.9,96373.9,327.233001709,22.0,6.0,0.14,130171.7,116444.9,96373.9,None, None, None, None, None, None, None, None
946.748477457,H105 C53 N1 O10 P1 ,PC,44.0,0.0,0.0,PC 44:0:0,0.34,485503.5,399580.4,357823.0,339.326741536,22.0,0.0,-0.34,795058.1,758199.0,583054.4,339.326741536,22.0,0.0,-0.34,795058.1,758199.0,583054.4,None, None, None, None, None, None, None, None
###,PCCOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922.560896077,H81 C53 N1 O10 P1 ,PC,44.0,12.0,0.0,PC 44:12:0,0.58,488604.2,401040.1,363218.7,327.233001709,22.0,6.0,0.14,130171.7,116444.9,96373.9,327.233001709,22.0,6.0,0.14,130171.7,116444.9,96373.9,283.243123372,84332.4,73249.5,59850.8,283.243123372,84332.4,73249.5,59850.8
###,PCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826.560997802,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.77,191459.9,159016.0,144319.2,255.23281860400002,16.0,0.0,-0.54,55840.7,48824.5,34651.1,303.232961019,20.0,4.0,0.02,106989.5,92969.7,66426.6,None, None, None, None, 259.24303182,10015.1,7840.1,5531.2
850.560651936,H81 C47 N1 O10 P1 ,PC,38.0,6.0,0.0,PC 38:6:0,0.34,60782.3,49800.5,46449.8,255.232833862,16.0,0.0,-0.48,23224.9,22032.2,15762.8,327.233011882,22.0,6.0,0.17,12489.6,12115.8,9869.6,None, None, None, None, 283.243123372,7471.5,6994.5,5306.3
852.576724527,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,0.84,98128.5,80667.3,71173.0,281.248596191,18.0,1.0,-0.03,7822.0,6969.6,5289.5,303.232991536,20.0,4.0,0.12,12461.9,11622.1,8579.3,None, None, None, None, 259.24307251,933.9,790.0,425.5
852.576724527,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,0.84,98128.5,80667.3,71173.0,255.232844035,16.0,0.0,-0.44,23850.3,24274.0,18380.2,329.248697917,22.0,5.0,0.28,31488.7,27458.9,21997.9,None, None, None, None, 285.258829753,8464.6,8297.2,5651.7
854.592146077,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.57,230589.3,190150.3,171536.4,283.264251709,18.0,0.0,-0.01,71586.2,71324.6,55157.6,303.232971191,20.0,4.0,0.05,137289.0,125654.5,97617.3,None, None, None, None, 259.243052165,12249.8,10918.6,8841.8
878.592166422,H85 C49 N1 O10 P1 ,PC,40.0,6.0,0.0,PC 40:6:0,0.58,21709.7,18489.6,17301.9,283.264282227,18.0,0.0,0.09,6986.2,7041.1,4374.0,327.233032227,22.0,6.0,0.24,4314.9,3741.7,2740.4,None, None, None, None, 283.243133545,2526.6,1938.1,1999.9
880.608116943,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,0.92,32417.8,26814.9,22118.8,283.264272054,18.0,0.0,0.06,10685.9,9979.1,6841.7,329.248687744,22.0,5.0,0.25,14207.5,11520.8,7880.6,None, None, None, None, 285.258850098,3620.5,3795.7,2350.3
922.560896077,H81 C53 N1 O10 P1 ,PC,44.0,12.0,0.0,PC 44:12:0,0.58,488604.2,401040.1,363218.7,327.233001709,22.0,6.0,0.14,130171.7,116444.9,96373.9,327.233001709,22.0,6.0,0.14,130171.7,116444.9,96373.9,None, None, None, None, 283.243123372,84332.4,73249.5,59850.8
#NCE,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PCFAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666.435529866,H65 C33 N1 O10 P1 ,PC,24.0,0.0,0.0,PC 24:0:0,0.56,869290.9,734949.1,693263.2,199.169489543,12.0,0.0,-4.35,718099.4,648398.0,548180.7,199.169489543,12.0,0.0,-4.35,718099.4,648398.0,548180.7,None, None, None, None, None, None, None, None
680.450809,H67 C34 N1 O10 P1 ,PC,25.0,0.0,0.0,PC 25:0:0,0.0,820127.9,693810.9,645902.6,199.169489543,12.0,0.0,-4.35,215197.6,186741.6,151606.3,213.185302734,13.0,0.0,-3.29,536148.9,471775.7,373729.0,None, None, None, None, None, None, None, None
774.529503661,H77 C41 N1 O10 P1 ,PC,32.0,2.0,0.0,PC 32:2:0,0.57,7553.9,5416.1,5797.9,227.201156616,14.0,0.0,-2.19,1812.1,1208.5,1142.6,279.232899984,18.0,2.0,-0.2,5362.9,4125.2,3671.2,None, None, None, None, None, None, None, None
774.529503661,H77 C41 N1 O10 P1 ,PC,32.0,2.0,0.0,PC 32:2:0,0.57,7553.9,5416.1,5797.9,253.217137655,16.0,1.0,-0.66,1370.2,1117.4,1028.5,253.217137655,16.0,1.0,-0.66,1370.2,1117.4,1028.5,None, None, None, None, None, None, None, None
776.545169352,H79 C41 N1 O10 P1 ,PC,32.0,1.0,0.0,PC 32:1:0,0.59,52931.9,44738.7,38930.0,227.20112609900002,14.0,0.0,-2.33,3620.7,3585.6,2316.9,281.248565674,18.0,1.0,-0.14,11508.1,10229.1,6955.4,None, None, None, None, None, None, None, None
776.545169352,H79 C41 N1 O10 P1 ,PC,32.0,1.0,0.0,PC 32:1:0,0.59,52931.9,44738.7,38930.0,253.21714782700002,16.0,1.0,-0.62,36243.5,30667.5,21686.8,255.232808431,16.0,0.0,-0.58,15808.2,13141.9,9190.7,None, None, None, None, None, None, None, None
778.56199471,H81 C41 N1 O10 P1 ,PC,32.0,0.0,0.0,PC 32:0:0,2.1,23084.7,18857.4,17741.6,255.23281860400002,16.0,0.0,-0.54,29123.1,26084.6,21347.8,255.23281860400002,16.0,0.0,-0.54,29123.1,26084.6,21347.8,None, None, None, None, None, None, None, None
800.545474527,H79 C43 N1 O10 P1 ,PC,34.0,3.0,0.0,PC 34:3:0,0.96,53208.9,43519.8,39352.4,253.21715291299998,16.0,1.0,-0.6,11235.9,10474.3,6781.4,279.232899984,18.0,2.0,-0.2,31972.8,27998.9,18134.4,None, None, None, None, None, None, None, None
800.545474527,H79 C43 N1 O10 P1 ,PC,34.0,3.0,0.0,PC 34:3:0,0.96,53208.9,43519.8,39352.4,255.232813517,16.0,0.0,-0.56,6237.3,5288.4,3773.3,277.217244466,18.0,3.0,-0.22,11768.5,10703.5,7535.1,None, None, None, None, None, None, None, None
802.561038492,H81 C43 N1 O10 P1 ,PC,34.0,2.0,0.0,PC 34:2:0,0.85,1415159.4,1161257.4,1038071.3,253.21714274099998,16.0,1.0,-0.64,22599.2,20743.3,13546.5,281.248545329,18.0,1.0,-0.21,60427.8,56946.7,37170.4,None, None, None, None, None, None, None, None
802.561038492,H81 C43 N1 O10 P1 ,PC,34.0,2.0,0.0,PC 34:2:0,0.85,1415159.4,1161257.4,1038071.3,255.232813517,16.0,0.0,-0.56,444325.7,371857.1,278652.2,279.232889811,18.0,2.0,-0.23,1195991.7,1029024.1,758475.6,None, None, None, None, None, None, None, None
804.576399007,H83 C43 N1 O10 P1 ,PC,34.0,1.0,0.0,PC 34:1:0,0.48,2020848.6,1648892.2,1453832.0,255.23281860400002,16.0,0.0,-0.54,674361.7,597801.1,484587.6,281.248565674,18.0,1.0,-0.14,1943477.0,1741985.8,1399841.9,None, None, None, None, None, None, None, None
824.545515217,H79 C45 N1 O10 P1 ,PC,36.0,5.0,0.0,PC 36:5:0,0.98,5315.7,4799.8,4214.2,253.217112223,16.0,1.0,-0.76,1025.6,739.5,437.3,303.232940674,20.0,4.0,-0.05,1066.2,760.7,329.3,None, None, None, None, None, None, None, None
824.545515217,H79 C45 N1 O10 P1 ,PC,36.0,5.0,0.0,PC 36:5:0,0.98,5315.7,4799.8,4214.2,277.217208862,18.0,3.0,-0.35,359.8,447.5,0.0,279.232889811,18.0,2.0,-0.23,2394.5,3135.3,1848.8,None, None, None, None, None, None, None, None
826.560997802,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.77,191459.9,159016.0,144319.2,253.21731567400002,16.0,1.0,0.04,0.0,276.8,0.0,305.248672485,20.0,3.0,0.22,542.8,808.8,0.0,None, None, None, None, None, None, None, None
826.560997802,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.77,191459.9,159016.0,144319.2,255.232828776,16.0,0.0,-0.5,55461.0,45962.2,33342.9,303.232991536,20.0,4.0,0.12,64272.1,52596.6,34814.0,None, None, None, None, None, None, None, None
826.560997802,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.77,191459.9,159016.0,144319.2,277.217244466,18.0,3.0,-0.22,1167.0,1022.1,461.4,281.248616536,18.0,1.0,0.04,1811.6,1093.1,878.2,None, None, None, None, None, None, None, None
826.560997802,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.77,191459.9,159016.0,144319.2,279.232910156,18.0,2.0,-0.16,29779.0,24271.6,17553.0,279.232910156,18.0,2.0,-0.16,29779.0,24271.6,17553.0,None, None, None, None, None, None, None, None
828.577375569,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.65,152207.7,124370.1,110084.9,255.232833862,16.0,0.0,-0.48,10415.8,10521.4,7506.1,305.248636882,20.0,3.0,0.1,24170.7,21398.1,16187.3,None, None, None, None, None, None, None, None
828.577375569,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.65,152207.7,124370.1,110084.9,277.217264811,18.0,3.0,-0.15,1768.4,1629.1,1593.8,283.264241536,18.0,0.0,-0.05,1249.0,989.3,661.5,None, None, None, None, None, None, None, None
828.577375569,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.65,152207.7,124370.1,110084.9,279.232920329,18.0,2.0,-0.13,103103.7,95208.8,72344.4,281.248565674,18.0,1.0,-0.14,55728.1,49745.6,40063.4,None, None, None, None, None, None, None, None
830.592349527,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.83,618507.7,511496.6,450190.7,255.232849121,16.0,0.0,-0.42,5800.1,6989.3,3899.7,307.264383952,20.0,2.0,0.42,12298.9,10279.9,9445.9,None, None, None, None, None, None, None, None
830.592349527,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.83,618507.7,511496.6,450190.7,279.232940674,18.0,2.0,-0.05,406426.7,362295.0,334594.7,283.264221191,18.0,0.0,-0.12,168556.2,141288.1,131080.4,None, None, None, None, None, None, None, None
830.592349527,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.83,618507.7,511496.6,450190.7,281.248575846,18.0,1.0,-0.1,163516.0,156510.5,136281.0,281.248575846,18.0,1.0,-0.1,163516.0,156510.5,136281.0,None, None, None, None, None, None, None, None
832.608564534,H87 C45 N1 O10 P1 ,PC,36.0,1.0,0.0,PC 36:1:0,1.51,418521.7,342305.8,298618.3,255.23281860400002,16.0,0.0,-0.54,2799.8,3201.8,2039.6,309.27997843400004,20.0,1.0,0.24,5533.6,5721.0,4611.3,None, None, None, None, None, None, None, None
832.608564534,H87 C45 N1 O10 P1 ,PC,36.0,1.0,0.0,PC 36:1:0,1.51,418521.7,342305.8,298618.3,281.248596191,18.0,1.0,-0.03,411940.5,376148.0,292275.8,283.264231364,18.0,0.0,-0.08,150579.9,132830.0,102923.6,None, None, None, None, None, None, None, None
850.560651936,H81 C47 N1 O10 P1 ,PC,38.0,6.0,0.0,PC 38:6:0,0.34,60782.3,49800.5,46449.8,255.232833862,16.0,0.0,-0.48,22535.5,21099.1,16192.3,327.233011882,22.0,6.0,0.17,4243.7,4484.1,3386.2,None, None, None, None, None, None, None, None
850.560651936,H81 C47 N1 O10 P1 ,PC,38.0,6.0,0.0,PC 38:6:0,0.34,60782.3,49800.5,46449.8,279.232920329,18.0,2.0,-0.13,1468.2,1603.4,621.7,303.233032227,20.0,4.0,0.25,0.0,370.1,0.0,None, None, None, None, None, None, None, None
852.576724527,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,0.84,98128.5,80667.3,71173.0,255.232833862,16.0,0.0,-0.48,24072.0,21309.8,18204.6,329.248677572,22.0,5.0,0.22,13433.1,12684.2,10435.8,None, None, None, None, None, None, None, None
852.576724527,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,0.84,98128.5,80667.3,71173.0,281.248596191,18.0,1.0,-0.03,7064.2,7318.4,5519.7,303.232991536,20.0,4.0,0.12,7413.8,6480.8,4714.3,None, None, None, None, None, None, None, None
854.592146077,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.57,230589.3,190150.3,171536.4,255.232838949,16.0,0.0,-0.46,3741.4,3076.4,2769.1,331.26437377900004,22.0,4.0,0.36,5883.1,5023.2,4044.6,None, None, None, None, None, None, None, None
