PRM,EC,CLASS,PRC,PRDB,PROH,SPECIE,PRERR,PRI:240116_PG_FTMSMS-_1.mzXML,PRI:240116_PG_FTMSMS-_2.mzXML,PRI:240116_PG_FTMSMS-_3.mzXML,PRI:240116_PG_FTMSMS-_4.mzXML,FA1M,FA1C,FA1DB,FA1ERR,FA1I:240116_PG_FTMSMS-_1.mzXML,FA1I:240116_PG_FTMSMS-_2.mzXML,FA1I:240116_PG_FTMSMS-_3.mzXML,FA1I:240116_PG_FTMSMS-_4.mzXML,FA2M,FA2C,FA2DB,FA2ERR,FA2I:240116_PG_FTMSMS-_1.mzXML,FA2I:240116_PG_FTMSMS-_2.mzXML,FA2I:240116_PG_FTMSMS-_3.mzXML,FA2I:240116_PG_FTMSMS-_4.mzXML,FACO2M,FACO2I:240116_PG_FTMSMS-_1.mzXML,FACO2I:240116_PG_FTMSMS-_2.mzXML,FACO2I:240116_PG_FTMSMS-_3.mzXML,FACO2I:240116_PG_FTMSMS-_4.mzXML
#NCE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PGFAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811.5498046875,C45 H80 O10 P1 ,PG,39.0,4.0,0.0,PG 39:4:0,0.42,0.0,0.0,0.0,35958.8,297.2799987792969,19.0,0.0,0.31,9584.5,11163.5,12391.5,10423.5,303.23303985595703,20.0,4.0,0.28,20585.4,23198.7,22518.7,21429.6,, None, None, None, None
811.5498046875,C45 H80 O10 P1 ,PG,39.0,4.0,0.0,PG 39:4:0,0.42,0.0,0.0,0.0,35958.8,283.2643737792969,18.0,0.0,0.42,5716.4,6619.3,5610.1,6348.1,317.2486114501953,21.0,4.0,0.02,3205.4,3538.6,4248.2,3955.5,, None, None, None, None
811.5498046875,C45 H80 O10 P1 ,PG,39.0,4.0,0.0,PG 39:4:0,0.42,0.0,0.0,0.0,35958.8,269.24891662597656,17.0,0.0,1.16,1637.9,0.0,0.0,1806.8,331.26448822021484,22.0,4.0,0.7,42864.5,45869.9,39780.8,48177.0,, None, None, None, None
811.5498046875,C45 H80 O10 P1 ,PG,39.0,4.0,0.0,PG 39:4:0,0.42,0.0,0.0,0.0,35958.8,255.2330017089844,16.0,0.0,0.18,127035.6,133793.4,133670.2,90413.7,345.2799987792969,23.0,4.0,0.27,0.0,0.0,0.0,1649.1,, None, None, None, None
819.5185546875,C46 H76 O10 P1 ,PG,40.0,7.0,0.0,PG 40:7:0,0.48,84243.4,98002.2,93914.6,92214.0,329.24879455566406,22.0,5.0,0.57,3206.5,2081.6,0.0,0.0,279.23299407958984,18.0,2.0,0.14,689829.7,665720.5,655191.4,658970.2,, None, None, None, None
819.5185546875,C46 H76 O10 P1 ,PG,40.0,7.0,0.0,PG 40:7:0,0.48,84243.4,98002.2,93914.6,92214.0,327.23311614990234,22.0,6.0,0.49,12031.2,10642.6,10896.0,11948.3,281.2487106323242,18.0,1.0,0.37,124377.0,113831.4,112975.7,120503.9,, None, None, None, None
819.5185546875,C46 H76 O10 P1 ,PG,40.0,7.0,0.0,PG 40:7:0,0.48,84243.4,98002.2,93914.6,92214.0,281.2487106323242,18.0,1.0,0.37,124377.0,113831.4,112975.7,120503.9,327.23311614990234,22.0,6.0,0.49,12031.2,10642.6,10896.0,11948.3,, None, None, None, None
819.5185546875,C46 H76 O10 P1 ,PG,40.0,7.0,0.0,PG 40:7:0,0.48,84243.4,98002.2,93914.6,92214.0,279.23299407958984,18.0,2.0,0.14,689829.7,665720.5,655191.4,658970.2,329.24879455566406,22.0,5.0,0.57,3206.5,2081.6,0.0,0.0,, None, None, None, None
821.5346984863281,C46 H78 O10 P1 ,PG,40.0,6.0,0.0,PG 40:6:0,1.08,488388.2,515567.5,543548.9,501630.1,329.248779296875,22.0,5.0,0.53,41393.2,47014.3,51290.9,53284.4,281.24871826171875,18.0,1.0,0.4,1527938.5,1609101.6,1573633.0,1498136.7,, None, None, None, None
821.5346984863281,C46 H78 O10 P1 ,PG,40.0,6.0,0.0,PG 40:6:0,1.08,488388.2,515567.5,543548.9,501630.1,327.2331085205078,22.0,6.0,0.47,124511.1,142984.3,143210.5,145425.3,283.2643585205078,18.0,0.0,0.36,180831.9,198331.9,212485.3,219978.4,, None, None, None, None
821.5346984863281,C46 H78 O10 P1 ,PG,40.0,6.0,0.0,PG 40:6:0,1.08,488388.2,515567.5,543548.9,501630.1,307.2643737792969,20.0,2.0,0.39,0.0,0.0,7836.7,0.0,303.23311614990234,20.0,4.0,0.53,11940.0,14476.5,15697.8,17570.0,, None, None, None, None
821.5346984863281,C46 H78 O10 P1 ,PG,40.0,6.0,0.0,PG 40:6:0,1.08,488388.2,515567.5,543548.9,501630.1,303.23311614990234,20.0,4.0,0.53,11940.0,14476.5,15697.8,17570.0,307.2643737792969,20.0,2.0,0.39,0.0,0.0,7836.7,0.0,, None, None, None, None
821.5346984863281,C46 H78 O10 P1 ,PG,40.0,6.0,0.0,PG 40:6:0,1.08,488388.2,515567.5,543548.9,501630.1,283.2643585205078,18.0,0.0,0.36,180831.9,198331.9,212485.3,219978.4,327.2331085205078,22.0,6.0,0.47,124511.1,142984.3,143210.5,145425.3,, None, None, None, None
821.5346984863281,C46 H78 O10 P1 ,PG,40.0,6.0,0.0,PG 40:6:0,1.08,488388.2,515567.5,543548.9,501630.1,281.24871826171875,18.0,1.0,0.4,1527938.5,1609101.6,1573633.0,1498136.7,329.248779296875,22.0,5.0,0.53,41393.2,47014.3,51290.9,53284.4,, None, None, None, None
823.5502471923828,C46 H80 O10 P1 ,PG,40.0,5.0,0.0,PG 40:5:0,0.96,880971.3,1010285.2,992052.0,984320.8,357.2801742553711,24.0,5.0,0.75,16784.2,14250.1,15176.7,16118.9,255.23301315307617,16.0,0.0,0.23,260482.2,247841.7,251584.9,229640.2,, None, None, None, None
823.5502471923828,C46 H80 O10 P1 ,PG,40.0,5.0,0.0,PG 40:5:0,0.96,880971.3,1010285.2,992052.0,984320.8,331.2644958496094,22.0,4.0,0.73,21268.2,19981.4,21294.4,24495.6,281.2487335205078,18.0,1.0,0.46,736619.5,670528.1,677604.9,663772.1,, None, None, None, None
823.5502471923828,C46 H80 O10 P1 ,PG,40.0,5.0,0.0,PG 40:5:0,0.96,880971.3,1010285.2,992052.0,984320.8,329.2488250732422,22.0,5.0,0.67,557770.5,605097.1,634145.2,629881.1,283.26439666748047,18.0,0.0,0.5,479157.8,505629.4,487740.5,521757.8,, None, None, None, None
823.5502471923828,C46 H80 O10 P1 ,PG,40.0,5.0,0.0,PG 40:5:0,0.96,880971.3,1010285.2,992052.0,984320.8,309.2801055908203,20.0,1.0,0.65,11212.5,11472.3,12530.1,10941.4,303.2330627441406,20.0,4.0,0.35,33206.9,38016.9,40217.4,44810.9,, None, None, None, None
