PRM,EC,CLASS,PRC,PRDB,PROH,SPECIE,PRERR,PRI:20171128_FTMS-DIA_interlab_QE-MPI_PC_S1.mzXML,PRI:20171128_FTMS-DIA_interlab_QE-MPI_PC_S2.mzXML,PRI:20171128_FTMS-DIA_interlab_QE-MPI_PC_S3.mzXML,FA1M,FA1C,FA1DB,FA1ERR,FA1I:20171128_FTMS-DIA_interlab_QE-MPI_PC_S1.mzXML,FA1I:20171128_FTMS-DIA_interlab_QE-MPI_PC_S2.mzXML,FA1I:20171128_FTMS-DIA_interlab_QE-MPI_PC_S3.mzXML,FA2M,FA2C,FA2DB,FA2ERR,FA2I:20171128_FTMS-DIA_interlab_QE-MPI_PC_S1.mzXML,FA2I:20171128_FTMS-DIA_interlab_QE-MPI_PC_S2.mzXML,FA2I:20171128_FTMS-DIA_interlab_QE-MPI_PC_S3.mzXML,FACO1M,FACO1I:20171128_FTMS-DIA_interlab_QE-MPI_PC_S1.mzXML,FACO1I:20171128_FTMS-DIA_interlab_QE-MPI_PC_S2.mzXML,FACO1I:20171128_FTMS-DIA_interlab_QE-MPI_PC_S3.mzXML,FACO2M,FACO2I:20171128_FTMS-DIA_interlab_QE-MPI_PC_S1.mzXML,FACO2I:20171128_FTMS-DIA_interlab_QE-MPI_PC_S2.mzXML,FACO2I:20171128_FTMS-DIA_interlab_QE-MPI_PC_S3.mzXML
806.5925733,H85 C43 N1 O10 P1 ,PC,34,0,0,PC 34:0:0,1.13,754935.5,822288.4,795712.8,269.2487691,17,0,0.61,405715.1,469170.1,420882.6,269.2487691,17,0,0.61,405715.1,469170.1,420882.6,None, None, None, None, None, None, None, None
822.5303175,H77 C45 N1 O10 P1 ,PC,36,6,0,PC 36:6:0,1.53,574835.9,624002.8,597508.7,275.2018941,18,4,0.87,1593.2,2421.4,1905.2,279.2330119,18,2,0.2,8585.3,3769.6,2896.3,None, None, None, None, None, None, None, None
822.5303175,H77 C45 N1 O10 P1 ,PC,36,6,0,PC 36:6:0,1.53,574835.9,624002.8,597508.7,277.2173665,18,3,0.22,485550.2,549179.7,506746.3,277.2173665,18,3,0.22,485550.2,549179.7,506746.3,None, None, None, None, None, None, None, None
826.5614454,H81 C45 N1 O10 P1 ,PC,36,4,0,PC 36:4:0,1.31,1105335.8,1211718.1,1166505.9,255.2329356,16,0,-0.08,358910.6,414703.6,377762.1,303.2331136,20,4,0.52,208025.7,237814.5,207156.2,None, None, None, None, None, None, None, None
826.5614454,H81 C45 N1 O10 P1 ,PC,36,4,0,PC 36:4:0,1.31,1105335.8,1211718.1,1166505.9,279.2330322,18,2,0.28,303370.8,342377.1,309451.2,279.2330322,18,2,0.28,303370.8,342377.1,309451.2,None, None, None, None, None, None, None, None
830.5924106,H85 C45 N1 O10 P1 ,PC,36,2,0,PC 36:2:0,0.9,539383.5,591655.5,572112.6,279.2330424,18,2,0.31,406858.8,470874.5,418941.8,283.2643636,18,0,0.38,179318.2,219591.8,188124,None, None, None, None, None, None, None, None
834.6236199,H89 C45 N1 O10 P1 ,PC,36,0,0,PC 36:0:0,0.79,797927.2,870678,848920.1,283.264384,18,0,0.45,925224.3,1032164.2,937848.6,283.264384,18,0,0.45,925224.3,1032164.2,937848.6,None, None, None, None, None, None, None, None
840.5761549,H83 C46 N1 O10 P1 ,PC,37,4,0,PC 37:4:0,0.17,495812.2,540402.7,523380.3,269.2487691,17,0,0.61,149103.5,166486.1,152806.8,303.2331136,20,4,0.52,157905.6,171480.6,152093.6,None, None, None, None, None, None, None, None
850.5606316,H81 C47 N1 O10 P1 ,PC,38,6,0,PC 38:6:0,0.32,875746.8,964868.8,930767.3,255.2329305,16,0,-0.1,497975.4,551640,503990.7,327.2331645,22,6,0.64,38555.5,44523,39798.6,None, None, None, None, None, None, None, None
854.5918002,H85 C47 N1 O10 P1 ,PC,38,4,0,PC 38:4:0,0.16,297471.7,322230.9,311531.4,283.264384,18,0,0.45,92725,110799.3,99754.4,303.2331034,20,4,0.49,88673,104032.5,94858.2,None, None, None, None, None, None, None, None
874.5609164,H81 C49 N1 O10 P1 ,PC,40,8,0,PC 40:8:0,0.64,866427.7,950369.9,927065.9,303.2331136,20,4,0.52,375689,420068.7,374120.7,303.2331136,20,4,0.52,375689,420068.7,374120.7,None, None, None, None, None, None, None, None
878.592024,H85 C49 N1 O10 P1 ,PC,40,6,0,PC 40:6:0,0.41,650598.9,708527.5,688440.5,283.264384,18,0,0.45,212859.7,234241.4,218925.3,327.2331645,22,6,0.64,44372.7,48567,45016,None, None, None, None, None, None, None, None
920.63955,H91 C52 N1 O10 P1 ,PC,43,6,0,PC 43:6:0,1.02,306237.4,333634.4,325578.9,325.3113709,21,0,0.51,131368.5,140324.9,132605.4,327.2331441,22,6,0.58,19511.6,21563.4,21421,None, None, None, None, None, None, None, None
922.5612216,H81 C53 N1 O10 P1 ,PC,44,12,0,PC 44:12:0,0.93,1106276.8,1208112.1,1178431,327.2331645,22,6,0.64,81920.2,94206.8,86704.8,327.2331645,22,6,0.64,81920.2,94206.8,86704.8,None, None, None, None, None, None, None, None
946.7484571,H105 C53 N1 O10 P1 ,PC,44,0,0,PC 44:0:0,0.31,1118559.9,1206007.1,1180651.7,339.3239246,22,0,0.2,1544480.9,1714907.1,1586562.4,339.3239246,22,0,0.2,1544480.9,1714907.1,1586562.4,None, None, None, None, None, None, None, None
###,PCCOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822.5303175,H77 C45 N1 O10 P1 ,PC,36,6,0,PC 36:6:0,1.53,574835.9,624002.8,597508.7,277.2173665,18,3,0.22,485550.2,549179.7,506746.3,277.2173665,18,3,0.22,485550.2,549179.7,506746.3,233.2271423,2474.7,2225,2670.1,233.2271423,2474.7,2225,2670.1
874.5609164,H81 C49 N1 O10 P1 ,PC,40,8,0,PC 40:8:0,0.64,866427.7,950369.9,927065.9,303.2331136,20,4,0.52,375689,420068.7,374120.7,303.2331136,20,4,0.52,375689,420068.7,374120.7,259.2431539,41221.6,49365.2,41370.8,259.2431539,41221.6,49365.2,41370.8
922.5612216,H81 C53 N1 O10 P1 ,PC,44,12,0,PC 44:12:0,0.93,1106276.8,1208112.1,1178431,327.2331645,22,6,0.64,81920.2,94206.8,86704.8,327.2331645,22,6,0.64,81920.2,94206.8,86704.8,283.2432556,74066.3,83108.3,73174.1,283.2432556,74066.3,83108.3,73174.1
###,PCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822.5303175,H77 C45 N1 O10 P1 ,PC,36,6,0,PC 36:6:0,1.53,574835.9,624002.8,597508.7,277.2173665,18,3,0.22,485550.2,549179.7,506746.3,277.2173665,18,3,0.22,485550.2,549179.7,506746.3,None, None, None, None,233.2271423,2474.7,2225,2670.1
826.5614454,H81 C45 N1 O10 P1 ,PC,36,4,0,PC 36:4:0,1.31,1105335.8,1211718.1,1166505.9,255.2329356,16,0,-0.08,358910.6,414703.6,377762.1,303.2331136,20,4,0.52,208025.7,237814.5,207156.2,None, None, None, None,259.2431641,21904.6,25822.1,24853.5
840.5761549,H83 C46 N1 O10 P1 ,PC,37,4,0,PC 37:4:0,0.17,495812.2,540402.7,523380.3,269.2487691,17,0,0.61,149103.5,166486.1,152806.8,303.2331136,20,4,0.52,157905.6,171480.6,152093.6,None, None, None, None,259.2431539,16629.6,18467.8,17566.7
850.5606316,H81 C47 N1 O10 P1 ,PC,38,6,0,PC 38:6:0,0.32,875746.8,964868.8,930767.3,255.2329305,16,0,-0.1,497975.4,551640,503990.7,327.2331645,22,6,0.64,38555.5,44523,39798.6,None, None, None, None,283.2432658,30037.5,35379.8,30053.6
854.5918002,H85 C47 N1 O10 P1 ,PC,38,4,0,PC 38:4:0,0.16,297471.7,322230.9,311531.4,283.264384,18,0,0.45,92725,110799.3,99754.4,303.2331034,20,4,0.49,88673,104032.5,94858.2,None, None, None, None,259.2431437,10525.4,11115.3,9627
874.5609164,H81 C49 N1 O10 P1 ,PC,40,8,0,PC 40:8:0,0.64,866427.7,950369.9,927065.9,303.2331136,20,4,0.52,375689,420068.7,374120.7,303.2331136,20,4,0.52,375689,420068.7,374120.7,None, None, None, None,259.2431539,41221.6,49365.2,41370.8
878.592024,H85 C49 N1 O10 P1 ,PC,40,6,0,PC 40:6:0,0.41,650598.9,708527.5,688440.5,283.264384,18,0,0.45,212859.7,234241.4,218925.3,327.2331645,22,6,0.64,44372.7,48567,45016,None, None, None, None,283.2433065,36077.5,39651.3,37124.9
920.63955,H91 C52 N1 O10 P1 ,PC,43,6,0,PC 43:6:0,1.02,306237.4,333634.4,325578.9,325.3113709,21,0,0.51,131368.5,140324.9,132605.4,327.2331441,22,6,0.58,19511.6,21563.4,21421,None, None, None, None,283.2432658,16584.9,16909.4,16621.8
922.5612216,H81 C53 N1 O10 P1 ,PC,44,12,0,PC 44:12:0,0.93,1106276.8,1208112.1,1178431,327.2331645,22,6,0.64,81920.2,94206.8,86704.8,327.2331645,22,6,0.64,81920.2,94206.8,86704.8,None, None, None, None,283.2432556,74066.3,83108.3,73174.1
