PRM,EC,CLASS,PRC,PRDB,PROH,SPECIE,PRERR,PRI:20180509_PC_brain_01.mzXML,PRI:20180509_PC_brain_02.mzXML,PRI:20180509_PC_brain_03.mzXML,FA1M,FA1C,FA1DB,FA1ERR,FA1I:20180509_PC_brain_01.mzXML,FA1I:20180509_PC_brain_02.mzXML,FA1I:20180509_PC_brain_03.mzXML,FA2M,FA2C,FA2DB,FA2ERR,FA2I:20180509_PC_brain_01.mzXML,FA2I:20180509_PC_brain_02.mzXML,FA2I:20180509_PC_brain_03.mzXML,FACO1M,FACO1I:20180509_PC_brain_01.mzXML,FACO1I:20180509_PC_brain_02.mzXML,FACO1I:20180509_PC_brain_03.mzXML,FACO2M,FACO2I:20180509_PC_brain_01.mzXML,FACO2I:20180509_PC_brain_02.mzXML,FACO2I:20180509_PC_brain_03.mzXML
#NCE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PCFAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854.592085042,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.5,207714.0,173442.3,223624.9,283.264312744,18.0,0.0,0.2,47667.3,40334.9,43455.0,303.233032227,20.0,4.0,0.25,135889.7,116466.4,122698.1,None, None, None, None, 259.243092855,6783.4,5575.9,5587.2
876.576602457,H83 C49 N1 O10 P1 ,PC,40.0,7.0,0.0,PC 40:7:0,0.68,10957.5,10437.4,12787.3,281.248636882,18.0,1.0,0.11,7611.0,6328.9,6627.3,327.233093262,22.0,6.0,0.42,5096.4,3838.9,4896.4,None, None, None, None, 283.243184408,1749.2,1013.2,1256.7
878.592105387,H85 C49 N1 O10 P1 ,PC,40.0,6.0,0.0,PC 40:6:0,0.51,53583.1,45417.5,59343.5,283.264302572,18.0,0.0,0.17,15397.2,14505.9,15120.0,327.233072917,22.0,6.0,0.36,23461.2,22246.6,23258.4,None, None, None, None, 283.243184408,8375.3,7539.2,7931.2
878.592105387,H85 C49 N1 O10 P1 ,PC,40.0,6.0,0.0,PC 40:6:0,0.51,53583.1,45417.5,59343.5,281.248636882,18.0,1.0,0.11,8408.5,7769.1,8390.1,329.248738607,22.0,5.0,0.4,2024.0,2094.5,2089.3,None, None, None, None, 285.258850098,0.0,0.0,365.2
880.608666259,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,1.54,24595.8,21600.1,27386.8,283.264302572,18.0,0.0,0.17,6182.6,4752.5,5336.1,329.24874877900004,22.0,5.0,0.44,13533.1,11588.0,12726.7,None, None, None, None, 285.258870443,2375.9,1909.9,1915.6
882.623965738,H89 C49 N1 O10 P1 ,PC,40.0,4.0,0.0,PC 40:4:0,1.14,29121.7,23004.0,31851.6,283.264312744,18.0,0.0,0.2,8521.6,7204.6,6870.6,331.264404297,22.0,4.0,0.45,26925.3,21264.1,21925.5,None, None, None, None, 287.27444458,0.0,0.0,351.5
922.560936767,H81 C53 N1 O10 P1 ,PC,44.0,12.0,0.0,PC 44:12:0,0.63,552981.8,463698.0,584973.5,327.233062744,22.0,6.0,0.33,346136.5,307111.3,308817.6,327.233062744,22.0,6.0,0.33,346136.5,307111.3,308817.6,None, None, None, None, 283.24319458,138975.9,123314.9,125743.0
#NCE,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PCFAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666.435550211,H65 C33 N1 O10 P1 ,PC,24.0,0.0,0.0,PC 24:0:0,0.59,1021073.6,874924.1,1013987.8,199.169530233,12.0,0.0,-4.14,915957.4,737627.8,819733.7,199.169530233,12.0,0.0,-4.14,915957.4,737627.8,819733.7,None, None, None, None, None, None, None, None
680.450809,H67 C34 N1 O10 P1 ,PC,25.0,0.0,0.0,PC 25:0:0,0.0,952277.6,824375.1,957926.5,199.169535319,12.0,0.0,-4.12,273912.5,216833.2,235721.2,213.185358683,13.0,0.0,-3.03,706245.8,559709.6,618758.0,None, None, None, None, None, None, None, None
750.529442626,H77 C39 N1 O10 P1 ,PC,30.0,0.0,0.0,PC 30:0:0,0.51,15995.5,13982.3,18367.8,227.20119222,14.0,0.0,-2.04,9668.5,7884.5,8967.8,255.23286946599998,16.0,0.0,-0.34,12358.6,10052.1,11403.6,None, None, None, None, None, None, None, None
774.529646077,H77 C41 N1 O10 P1 ,PC,32.0,2.0,0.0,PC 32:2:0,0.76,6963.1,5411.8,7333.8,251.20151774099998,16.0,2.0,-0.55,2421.1,2176.5,1986.0,255.232879639,16.0,0.0,-0.3,1817.9,1530.6,1866.6,None, None, None, None, None, None, None, None
774.529646077,H77 C41 N1 O10 P1 ,PC,32.0,2.0,0.0,PC 32:2:0,0.76,6963.1,5411.8,7333.8,253.21719360400002,16.0,1.0,-0.44,4382.0,3579.2,3744.6,253.21719360400002,16.0,1.0,-0.44,4382.0,3579.2,3744.6,None, None, None, None, None, None, None, None
776.545149007,H79 C41 N1 O10 P1 ,PC,32.0,1.0,0.0,PC 32:1:0,0.57,204709.5,175368.8,218571.2,227.20119730599998,14.0,0.0,-2.01,6100.1,5012.2,5488.2,281.248636882,18.0,1.0,0.11,8648.4,6466.3,7677.9,None, None, None, None, None, None, None, None
776.545149007,H79 C41 N1 O10 P1 ,PC,32.0,1.0,0.0,PC 32:1:0,0.57,204709.5,175368.8,218571.2,253.217219035,16.0,1.0,-0.34,145374.3,111701.7,130722.6,255.232838949,16.0,0.0,-0.46,105900.6,85019.4,92571.5,None, None, None, None, None, None, None, None
778.561547118,H81 C41 N1 O10 P1 ,PC,32.0,0.0,0.0,PC 32:0:0,1.53,157445.0,130383.5,169240.0,227.201166789,14.0,0.0,-2.15,1625.3,1348.6,1384.6,283.264292399,18.0,0.0,0.13,483.4,669.5,607.2,None, None, None, None, None, None, None, None
778.561547118,H81 C41 N1 O10 P1 ,PC,32.0,0.0,0.0,PC 32:0:0,1.53,157445.0,130383.5,169240.0,255.232854207,16.0,0.0,-0.4,236234.4,191949.6,206250.3,255.232854207,16.0,0.0,-0.4,236234.4,191949.6,206250.3,None, None, None, None, None, None, None, None
800.545372802,H79 C43 N1 O10 P1 ,PC,34.0,3.0,0.0,PC 34:3:0,0.83,5291.0,4394.8,5653.3,251.20152282700002,16.0,2.0,-0.53,297.3,0.0,395.7,281.248626709,18.0,1.0,0.08,779.7,807.6,997.3,None, None, None, None, None, None, None, None
800.545372802,H79 C43 N1 O10 P1 ,PC,34.0,3.0,0.0,PC 34:3:0,0.83,5291.0,4394.8,5653.3,253.217183431,16.0,1.0,-0.48,1198.3,797.3,1003.6,279.232910156,18.0,2.0,-0.16,955.8,681.5,860.8,None, None, None, None, None, None, None, None
800.545372802,H79 C43 N1 O10 P1 ,PC,34.0,3.0,0.0,PC 34:3:0,0.83,5291.0,4394.8,5653.3,255.232854207,16.0,0.0,-0.4,1782.3,1533.8,1610.7,277.217295329,18.0,3.0,-0.04,2518.5,2195.8,1786.1,None, None, None, None, None, None, None, None
802.561180908,H81 C43 N1 O10 P1 ,PC,34.0,2.0,0.0,PC 34:2:0,1.02,118785.9,100613.5,126459.3,253.21719869,16.0,1.0,-0.42,32219.6,26174.6,29058.6,281.248616536,18.0,1.0,0.04,35440.9,28720.0,30750.7,None, None, None, None, None, None, None, None
802.561180908,H81 C43 N1 O10 P1 ,PC,34.0,2.0,0.0,PC 34:2:0,1.02,118785.9,100613.5,126459.3,255.232854207,16.0,0.0,-0.4,41166.4,32775.5,35620.1,279.232961019,18.0,2.0,0.02,55797.8,41793.7,46366.3,None, None, None, None, None, None, None, None
802.561180908,H81 C43 N1 O10 P1 ,PC,34.0,2.0,0.0,PC 34:2:0,1.02,118785.9,100613.5,126459.3,267.232971191,17.0,1.0,0.06,0.0,0.0,304.1,267.232971191,17.0,1.0,0.06,0.0,0.0,304.1,None, None, None, None, None, None, None, None
804.576622802,H83 C43 N1 O10 P1 ,PC,34.0,1.0,0.0,PC 34:1:0,0.76,2596291.0,2174659.9,2759513.1,253.217188517,16.0,1.0,-0.46,42814.7,37758.9,37097.6,283.264231364,18.0,0.0,-0.08,15440.3,15725.7,10207.6,None, None, None, None, None, None, None, None
804.576622802,H83 C43 N1 O10 P1 ,PC,34.0,1.0,0.0,PC 34:1:0,0.76,2596291.0,2174659.9,2759513.1,255.232859294,16.0,0.0,-0.38,1318546.9,1062348.0,1109517.6,281.248626709,18.0,1.0,0.08,2266939.6,1886240.6,1985478.9,None, None, None, None, None, None, None, None
826.561099527,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.9,161807.6,134571.9,172322.6,255.23286946599998,16.0,0.0,-0.34,61072.9,49911.6,55464.6,303.233022054,20.0,4.0,0.22,103918.2,84917.8,92624.4,None, None, None, None, None, None, None, None
826.561099527,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.9,161807.6,134571.9,172322.6,277.21725463900003,18.0,3.0,-0.18,0.0,253.1,264.3,281.248647054,18.0,1.0,0.15,1018.5,1484.7,3779.1,None, None, None, None, None, None, None, None
826.561099527,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.9,161807.6,134571.9,172322.6,279.232971191,18.0,2.0,0.06,552.3,721.4,648.3,279.232971191,18.0,2.0,0.06,552.3,721.4,648.3,None, None, None, None, None, None, None, None
828.577395914,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.67,37351.4,31031.5,40173.7,253.21718597400002,16.0,1.0,-0.47,358.9,282.1,0.0,307.264251709,20.0,2.0,-0.01,361.5,0.0,0.0,None, None, None, None, None, None, None, None
828.577395914,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.67,37351.4,31031.5,40173.7,255.23286946599998,16.0,0.0,-0.34,15950.7,13440.0,13487.4,305.248677572,20.0,3.0,0.24,20352.6,16021.0,17229.9,None, None, None, None, None, None, None, None
828.577395914,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.67,37351.4,31031.5,40173.7,277.217269897,18.0,3.0,-0.13,485.6,518.3,0.0,283.26437377900004,18.0,0.0,0.42,428.9,0.0,228.0,None, None, None, None, None, None, None, None
828.577395914,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.67,37351.4,31031.5,40173.7,279.232981364,18.0,2.0,0.09,13109.9,10434.4,11206.1,281.248616536,18.0,1.0,0.04,13076.9,9990.9,11176.9,None, None, None, None, None, None, None, None
830.592451253,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.95,328741.9,279618.4,354974.5,253.217208862,16.0,1.0,-0.38,3311.0,2808.9,3364.0,309.279988607,20.0,1.0,0.27,2760.7,1899.2,2526.1,None, None, None, None, None, None, None, None
830.592451253,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.95,328741.9,279618.4,354974.5,255.232854207,16.0,0.0,-0.4,20238.7,16509.0,19576.7,307.26435343400004,20.0,2.0,0.32,16582.6,14132.1,15443.5,None, None, None, None, None, None, None, None
830.592451253,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.95,328741.9,279618.4,354974.5,279.233001709,18.0,2.0,0.17,56477.0,42352.1,47725.9,283.264231364,18.0,0.0,-0.08,21616.8,15960.3,18710.7,None, None, None, None, None, None, None, None
830.592451253,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.95,328741.9,279618.4,354974.5,281.248616536,18.0,1.0,0.04,401780.3,313728.7,343937.8,281.248616536,18.0,1.0,0.04,401780.3,313728.7,343937.8,None, None, None, None, None, None, None, None
832.607913492,H87 C45 N1 O10 P1 ,PC,36.0,1.0,0.0,PC 36:1:0,0.73,1289400.5,1073807.5,1395991.3,255.23286946599998,16.0,0.0,-0.34,62411.9,46552.2,54505.6,309.280029297,20.0,1.0,0.4,60087.6,43087.4,50096.4,None, None, None, None, None, None, None, None
832.607913492,H87 C45 N1 O10 P1 ,PC,36.0,1.0,0.0,PC 36:1:0,0.73,1289400.5,1073807.5,1395991.3,281.248647054,18.0,1.0,0.15,1421243.3,1046097.4,1144545.2,283.264261882,18.0,0.0,0.02,464530.2,363780.5,394307.7,None, None, None, None, None, None, None, None
850.560733316,H81 C47 N1 O10 P1 ,PC,38.0,6.0,0.0,PC 38:6:0,0.44,75781.3,65690.9,78922.8,255.23286438,16.0,0.0,-0.36,39592.1,32734.4,36924.6,327.233052572,22.0,6.0,0.3,16218.5,13269.8,15118.3,None, None, None, None, None, None, None, None
850.560733316,H81 C47 N1 O10 P1 ,PC,38.0,6.0,0.0,PC 38:6:0,0.44,75781.3,65690.9,78922.8,279.23312377900004,18.0,2.0,0.6,305.3,0.0,0.0,303.233011882,20.0,4.0,0.19,418.8,392.8,543.9,None, None, None, None, None, None, None, None
852.577029703,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,1.2,71244.6,59081.7,75822.6,253.217178345,16.0,1.0,-0.5,282.2,0.0,0.0,331.264434814,22.0,4.0,0.54,581.8,312.9,0.0,None, None, None, None, None, None, None, None
852.577029703,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,1.2,71244.6,59081.7,75822.6,255.23286946599998,16.0,0.0,-0.34,23842.6,18222.2,18691.7,329.248738607,22.0,5.0,0.4,14917.5,12084.5,11859.0,None, None, None, None, None, None, None, None
852.577029703,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,1.2,71244.6,59081.7,75822.6,281.248636882,18.0,1.0,0.11,13967.2,11208.1,10924.9,303.233032227,20.0,4.0,0.25,22185.1,17572.3,18462.6,None, None, None, None, None, None, None, None
854.592085042,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.5,207714.0,173442.3,223624.9,255.23286438,16.0,0.0,-0.36,16581.9,14208.5,14621.9,331.264404297,22.0,4.0,0.45,27912.7,23371.0,26653.8,None, None, None, None, None, None, None, None
854.592085042,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.5,207714.0,173442.3,223624.9,281.248636882,18.0,1.0,0.11,3429.5,2741.3,3593.1,305.248667399,20.0,3.0,0.2,3630.2,2996.1,3298.4,None, None, None, None, None, None, None, None
854.592085042,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.5,207714.0,173442.3,223624.9,283.264302572,18.0,0.0,0.17,58273.6,50373.2,54985.6,303.233022054,20.0,4.0,0.22,113502.7,94381.1,102507.1,None, None, None, None, None, None, None, None
856.601932047,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,-6.28,-1.8,-1.8,-1.8,255.232854207,16.0,0.0,-0.4,1975.8,1486.6,1647.0,333.280100505,22.0,3.0,0.59,3300.2,2414.5,2493.0,None, None, None, None, None, None, None, None
856.601932047,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,-6.28,-1.8,-1.8,-1.8,279.232940674,18.0,2.0,-0.05,796.3,823.1,882.7,309.280059814,20.0,1.0,0.5,360.7,0.0,0.0,None, None, None, None, None, None, None, None
856.601932047,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,-6.28,-1.8,-1.8,-1.8,281.248647054,18.0,1.0,0.15,5113.9,3986.0,5566.8,307.264363607,20.0,2.0,0.35,3020.6,2343.9,2779.4,None, None, None, None, None, None, None, None
856.601932047,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,-6.28,-1.8,-1.8,-1.8,283.264322917,18.0,0.0,0.24,6725.5,5584.8,6035.0,305.248687744,20.0,3.0,0.27,17745.1,14647.9,15608.3,None, None, None, None, None, None, None, None
858.623477457,H89 C47 N1 O10 P1 ,PC,38.0,2.0,0.0,PC 38:2:0,0.6,40697.2,34885.3,43763.3,253.217224121,16.0,1.0,-0.32,385.0,0.0,324.5,337.31137085,22.0,1.0,0.49,893.4,690.7,961.6,None, None, None, None, None, None, None, None
858.623477457,H89 C47 N1 O10 P1 ,PC,38.0,2.0,0.0,PC 38:2:0,0.6,40697.2,34885.3,43763.3,255.232894897,16.0,0.0,-0.24,1699.9,1730.5,1867.3,335.29575602200003,22.0,2.0,0.6,2171.4,2269.3,2172.0,None, None, None, None, None, None, None, None
858.623477457,H89 C47 N1 O10 P1 ,PC,38.0,2.0,0.0,PC 38:2:0,0.6,40697.2,34885.3,43763.3,281.248647054,18.0,1.0,0.15,28202.7,24784.1,29114.9,309.280059814,20.0,1.0,0.5,17725.0,14590.5,16864.2,None, None, None, None, None, None, None, None
858.623477457,H89 C47 N1 O10 P1 ,PC,38.0,2.0,0.0,PC 38:2:0,0.6,40697.2,34885.3,43763.3,283.264312744,18.0,0.0,0.2,3344.7,3479.2,3877.6,307.26437377900004,20.0,2.0,0.39,9928.4,7783.5,8544.9,None, None, None, None, None, None, None, None
860.639651773,H91 C47 N1 O10 P1 ,PC,38.0,1.0,0.0,PC 38:1:0,1.21,38280.9,30845.7,41577.0,255.232879639,16.0,0.0,-0.3,3536.6,3070.1,2732.3,337.311421712,22.0,1.0,0.64,5254.8,4317.3,4799.3,None, None, None, None, None, None, None, None
860.639651773,H91 C47 N1 O10 P1 ,PC,38.0,1.0,0.0,PC 38:1:0,1.21,38280.9,30845.7,41577.0,281.248636882,18.0,1.0,0.11,6697.1,6562.3,8435.8,311.29577636700003,20.0,0.0,0.71,3265.7,3222.4,2554.1,None, None, None, None, None, None, None, None
860.639651773,H91 C47 N1 O10 P1 ,PC,38.0,1.0,0.0,PC 38:1:0,1.21,38280.9,30845.7,41577.0,283.264312744,18.0,0.0,0.2,11381.8,8576.3,10702.8,309.280049642,20.0,1.0,0.47,32629.9,28229.9,30331.2,None, None, None, None, None, None, None, None
876.576602457,H83 C49 N1 O10 P1 ,PC,40.0,7.0,0.0,PC 40:7:0,0.68,10957.5,10437.4,12787.3,281.248636882,18.0,1.0,0.11,8623.0,8252.9,8205.7,327.233093262,22.0,6.0,0.42,2300.7,2075.4,2054.6,None, None, None, None, None, None, None, None
878.592105387,H85 C49 N1 O10 P1 ,PC,40.0,6.0,0.0,PC 40:6:0,0.51,53583.1,45417.5,59343.5,281.248636882,18.0,1.0,0.11,12459.8,8575.7,12315.3,329.248738607,22.0,5.0,0.4,1568.1,1026.4,875.2,None, None, None, None, None, None, None, None
878.592105387,H85 C49 N1 O10 P1 ,PC,40.0,6.0,0.0,PC 40:6:0,0.51,53583.1,45417.5,59343.5,283.264292399,18.0,0.0,0.13,21033.5,16654.7,18400.4,327.233072917,22.0,6.0,0.36,11698.6,10769.1,11111.1,None, None, None, None, None, None, None, None
880.608666259,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,1.54,24595.8,21600.1,27386.8,255.23286946599998,16.0,0.0,-0.34,1156.1,802.5,1442.4,357.280100505,24.0,5.0,0.55,424.7,506.4,583.8,None, None, None, None, None, None, None, None
880.608666259,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,1.54,24595.8,21600.1,27386.8,281.248626709,18.0,1.0,0.08,2773.2,2426.2,2957.0,331.264383952,22.0,4.0,0.39,2605.2,2400.4,2498.4,None, None, None, None, None, None, None, None
880.608666259,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,1.54,24595.8,21600.1,27386.8,283.264312744,18.0,0.0,0.2,7551.1,5745.7,6826.2,329.248738607,22.0,5.0,0.4,8737.1,7629.3,8373.4,None, None, None, None, None, None, None, None
880.608666259,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,1.54,24595.8,21600.1,27386.8,303.232981364,20.0,4.0,0.09,1987.9,1767.4,1699.3,309.280090332,20.0,1.0,0.6,675.1,702.4,847.1,None, None, None, None, None, None, None, None
882.623965738,H89 C49 N1 O10 P1 ,PC,40.0,4.0,0.0,PC 40:4:0,1.14,29121.7,23004.0,31851.6,255.232859294,16.0,0.0,-0.38,1995.9,1539.0,1481.8,359.295776367,24.0,4.0,0.61,2524.8,2474.6,2592.0,None, None, None, None, None, None, None, None
882.623965738,H89 C49 N1 O10 P1 ,PC,40.0,4.0,0.0,PC 40:4:0,1.14,29121.7,23004.0,31851.6,281.248657227,18.0,1.0,0.18,332.2,625.4,447.6,333.27998352099996,22.0,3.0,0.23,435.1,0.0,336.3,None, None, None, None, None, None, None, None
882.623965738,H89 C49 N1 O10 P1 ,PC,40.0,4.0,0.0,PC 40:4:0,1.14,29121.7,23004.0,31851.6,283.264312744,18.0,0.0,0.2,10479.2,9039.0,10427.8,331.264404297,22.0,4.0,0.45,25451.4,20742.4,22820.6,None, None, None, None, None, None, None, None
884.634768961,H91 C49 N1 O10 P1 ,PC,40.0,3.0,0.0,PC 40:3:0,-4.34,0.0,0.0,-1.8,255.23285675,16.0,0.0,-0.39,242.9,0.0,351.4,361.31149292,24.0,3.0,0.8,910.7,411.2,627.1,None, None, None, None, None, None, None, None
884.634768961,H91 C49 N1 O10 P1 ,PC,40.0,3.0,0.0,PC 40:3:0,-4.34,0.0,0.0,-1.8,281.248596191,18.0,1.0,-0.03,769.9,635.3,1083.7,335.295654297,22.0,2.0,0.29,710.0,762.1,0.0,None, None, None, None, None, None, None, None
884.634768961,H91 C49 N1 O10 P1 ,PC,40.0,3.0,0.0,PC 40:3:0,-4.34,0.0,0.0,-1.8,283.264343262,18.0,0.0,0.31,1204.5,985.4,883.6,333.28003946900003,22.0,3.0,0.4,3753.2,3264.4,3145.7,None, None, None, None, None, None, None, None
886.654646077,H93 C49 N1 O10 P1 ,PC,40.0,2.0,0.0,PC 40:2:0,0.44,8072.7,6131.1,8565.1,281.248606364,18.0,1.0,0.0,4250.5,3453.4,3191.3,337.311442057,22.0,1.0,0.7,3933.2,3263.5,2994.2,None, None, None, None, None, None, None, None
886.654646077,H93 C49 N1 O10 P1 ,PC,40.0,2.0,0.0,PC 40:2:0,0.44,8072.7,6131.1,8565.1,283.264251709,18.0,0.0,-0.01,828.4,753.4,669.8,335.295766195,22.0,2.0,0.63,1972.4,1874.9,1927.0,None, None, None, None, None, None, None, None
886.654646077,H93 C49 N1 O10 P1 ,PC,40.0,2.0,0.0,PC 40:2:0,0.44,8072.7,6131.1,8565.1,309.280029297,20.0,1.0,0.4,1780.4,1232.7,1897.2,309.280029297,20.0,1.0,0.4,1780.4,1232.7,1897.2,None, None, None, None, None, None, None, None
922.560936767,H81 C53 N1 O10 P1 ,PC,44.0,12.0,0.0,PC 44:12:0,0.63,552981.8,463698.0,584973.5,327.233093262,22.0,6.0,0.42,154882.4,131119.2,140276.6,327.233093262,22.0,6.0,0.42,154882.4,131119.2,140276.6,None, None, None, None, None, None, None, None
946.748497802,H105 C53 N1 O10 P1 ,PC,44.0,0.0,0.0,PC 44:0:0,0.36,553820.1,481586.7,617637.0,339.326822917,22.0,0.0,-0.1,1034348.9,874245.9,870169.1,339.326822917,22.0,0.0,-0.1,1034348.9,874245.9,870169.1,None, None, None, None, None, None, None, None
###,PCCOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922.560936767,H81 C53 N1 O10 P1 ,PC,44.0,12.0,0.0,PC 44:12:0,0.63,552981.8,463698.0,584973.5,327.233093262,22.0,6.0,0.42,154882.4,131119.2,140276.6,327.233093262,22.0,6.0,0.42,154882.4,131119.2,140276.6,283.24319458,96189.8,81349.6,83526.3,283.24319458,96189.8,81349.6,83526.3
###,PCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826.561099527,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.9,161807.6,134571.9,172322.6,255.23286946599998,16.0,0.0,-0.34,61072.9,49911.6,55464.6,303.233022054,20.0,4.0,0.22,103918.2,84917.8,92624.4,None, None, None, None, 259.243092855,8871.3,7074.6,7636.9
850.560733316,H81 C47 N1 O10 P1 ,PC,38.0,6.0,0.0,PC 38:6:0,0.44,75781.3,65690.9,78922.8,255.23286438,16.0,0.0,-0.36,39592.1,32734.4,36924.6,327.233052572,22.0,6.0,0.3,16218.5,13269.8,15118.3,None, None, None, None, 283.243184408,9414.2,8054.3,8914.4
852.577029703,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,1.2,71244.6,59081.7,75822.6,281.248636882,18.0,1.0,0.11,13967.2,11208.1,10924.9,303.233032227,20.0,4.0,0.25,22185.1,17572.3,18462.6,None, None, None, None, 259.243092855,1884.9,1565.3,1630.1
852.577029703,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,1.2,71244.6,59081.7,75822.6,255.23286946599998,16.0,0.0,-0.34,23842.6,18222.2,18691.7,329.248738607,22.0,5.0,0.4,14917.5,12084.5,11859.0,None, None, None, None, 285.258839925,3508.3,2887.2,3183.7
854.592085042,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.5,207714.0,173442.3,223624.9,283.264302572,18.0,0.0,0.17,58273.6,50373.2,54985.6,303.233022054,20.0,4.0,0.22,113502.7,94381.1,102507.1,None, None, None, None, 259.243092855,10156.6,8466.3,8068.4
854.592085042,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.5,207714.0,173442.3,223624.9,255.23286438,16.0,0.0,-0.36,16581.9,14208.5,14621.9,331.264404297,22.0,4.0,0.45,27912.7,23371.0,26653.8,None, None, None, None, 287.27456665,666.8,580.7,445.3
876.576602457,H83 C49 N1 O10 P1 ,PC,40.0,7.0,0.0,PC 40:7:0,0.68,10957.5,10437.4,12787.3,281.248636882,18.0,1.0,0.11,8623.0,8252.9,8205.7,327.233093262,22.0,6.0,0.42,2300.7,2075.4,2054.6,None, None, None, None, 283.243143717,1222.7,770.7,1048.9
878.592105387,H85 C49 N1 O10 P1 ,PC,40.0,6.0,0.0,PC 40:6:0,0.51,53583.1,45417.5,59343.5,283.264292399,18.0,0.0,0.13,21033.5,16654.7,18400.4,327.233072917,22.0,6.0,0.36,11698.6,10769.1,11111.1,None, None, None, None, 283.243174235,6997.7,6164.2,5643.3
880.608666259,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,1.54,24595.8,21600.1,27386.8,283.264312744,18.0,0.0,0.2,7551.1,5745.7,6826.2,329.248738607,22.0,5.0,0.4,8737.1,7629.3,8373.4,None, None, None, None, 285.258850098,2395.6,1754.2,1717.7
882.623965738,H89 C49 N1 O10 P1 ,PC,40.0,4.0,0.0,PC 40:4:0,1.14,29121.7,23004.0,31851.6,283.264312744,18.0,0.0,0.2,10479.2,9039.0,10427.8,331.264404297,22.0,4.0,0.45,25451.4,20742.4,22820.6,None, None, None, None, 287.274520874,0.0,566.3,435.0
922.560936767,H81 C53 N1 O10 P1 ,PC,44.0,12.0,0.0,PC 44:12:0,0.63,552981.8,463698.0,584973.5,327.233093262,22.0,6.0,0.42,154882.4,131119.2,140276.6,327.233093262,22.0,6.0,0.42,154882.4,131119.2,140276.6,None, None, None, None, 283.24319458,96189.8,81349.6,83526.3
#NCE,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PCFAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666.435550211,H65 C33 N1 O10 P1 ,PC,24.0,0.0,0.0,PC 24:0:0,0.59,1021073.6,874924.1,1013987.8,199.169530233,12.0,0.0,-4.14,803916.8,707781.1,724495.3,199.169530233,12.0,0.0,-4.14,803916.8,707781.1,724495.3,None, None, None, None, None, None, None, None
