FA_C,FA_DB,FA_iso,CE,norm_Intensity
24,5,9,19,2.189869517
24,5,9,20,2.700311735
24,5,9,21,3.103566206
24,5,9,22,3.626137343
24,5,9,23,4.261767963
24,5,9,24,4.771483975
24,5,9,25,5.31475143
24,5,9,26,5.544839636
24,5,9,27,5.786779264
24,5,9,28,5.775265518
24,5,9,29,5.754904645
24,5,9,30,5.684894576
24,5,9,31,5.544542256
24,5,9,32,5.184780949
24,5,9,33,5.123544847
24,5,9,34,4.776708527
24,5,9,35,4.503773411
24,5,9,36,4.247115131
24,5,9,37,3.951392217
24,5,9,38,3.477989313
24,5,9,39,3.093220584
24,5,9,40,2.824652353
24,5,9,41,2.482665783
24,5,9,42,2.237516031
24,5,9,43,1.80207836
24,5,9,44,1.504868361
24,5,9,45,1.187322273
24,5,9,46,0.957597382
24,5,9,47,0.789532682
24,5,9,48,0.620995974
24,5,9,49,0.511252916
24,5,9,50,0.334766282
24,5,9,51,0.253871945
24,5,9,52,0.180446221
24,5,9,53,0.108850161
24,5,9,54,0.080065893
24,5,9,55,0.035140306
24,5,9,56,0.023794356
24,5,9,57,0.004287535
24,6,6,10,0.106020469
24,6,6,11,0.173248277
24,6,6,12,0.222401062
24,6,6,13,0.320333904
24,6,6,14,0.440836676
24,6,6,15,0.563948112
24,6,6,16,0.83446324
24,6,6,17,1.14913181
24,6,6,18,1.61546229
24,6,6,19,2.095464847
24,6,6,20,2.675513504
24,6,6,21,3.567989161
24,6,6,22,4.122109704
24,6,6,23,4.880988349
24,6,6,24,5.31827637
24,6,6,25,5.937245631
24,6,6,26,6.243665549
24,6,6,27,6.382300304
24,6,6,28,6.444384565
24,6,6,29,6.41178036
24,6,6,30,6.423009051
24,6,6,31,6.119710321
24,6,6,32,5.840487664
24,6,6,33,5.492699874
24,6,6,34,5.297108497
24,6,6,35,4.959074252
24,6,6,36,4.51171977
24,6,6,37,4.243634096
24,6,6,38,3.806803373
24,6,6,39,3.344475739
24,6,6,40,3.047809868
24,6,6,41,2.649055827
24,6,6,42,2.181875798
24,6,6,43,1.82872977
24,6,6,44,1.524918383
24,6,6,45,1.273361098
24,6,6,46,1.001352392
24,6,6,47,0.808838084
24,6,6,48,0.610992485
24,6,6,49,0.454868942
24,6,6,50,0.345294272
24,6,6,51,0.266180836
24,6,6,52,0.168864507
24,6,6,53,0.134294607
24,6,6,54,0.070042025
24,6,6,55,0.037103987
24,6,6,56,0.016284271
24,6,6,57,0.003489375
32,6,14,10,0.787660537
32,6,14,11,1.032175445
32,6,14,12,1.483216468
32,6,14,13,1.947307558
32,6,14,14,2.108586926
32,6,14,15,2.62561703
32,6,14,16,3.021417182
32,6,14,17,3.567279102
32,6,14,18,3.861046915
32,6,14,19,4.549243408
32,6,14,20,5.288802423
32,6,14,21,5.487988137
32,6,14,22,6.168242999
32,6,14,23,6.599920526
32,6,14,24,6.949460042
32,6,14,25,7.612865889
32,6,14,26,8.084828121
32,6,14,27,8.060536663
32,6,14,28,8.014615274
32,6,14,29,7.950054178
32,6,14,30,7.479787659
32,6,14,31,7.608805007
32,6,14,32,7.467750299
32,6,14,33,6.950270482
32,6,14,34,6.52049017
32,6,14,35,6.200991133
32,6,14,36,5.821451114
32,6,14,37,5.325235969
32,6,14,38,4.800979469
32,6,14,39,4.264655257
32,6,14,40,3.891049432
32,6,14,41,3.395071793
32,6,14,42,2.857955578
32,6,14,43,2.500152984
32,6,14,44,2.079627372
32,6,14,45,1.533674621
32,6,14,46,1.19313266
32,6,14,47,1.081450122
32,6,14,48,0.825315972
32,6,14,49,0.748017533
32,6,14,50,0.61184579
32,6,14,51,0.400067452
32,6,14,52,0.172277878
32,6,14,53,0.108277858
